Back to Contents,Data 1: U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
Sourcekey,N3010US3
Date,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
19-Jan,11.15
19-Feb,10.81
19-Mar,11.47
19-Apr,13.77
19-May,14.93
19-Jun,17.64
19-Jul,21.13
19-Aug,22.98
19-Sep,22.17
19-Oct,23.01
19-Nov,17.19
19-Dec,14.57
