Date,Load,Zone
1/1/2021 12:00:00 AM,1226.8424,CAPITL
1/1/2021 12:00:00 AM,1648.7239,CENTRL
1/1/2021 12:00:00 AM,601.3552,DUNWOD
1/1/2021 12:00:00 AM,974.3564,GENESE
1/1/2021 12:00:00 AM,1000.6928,HUD VL
1/1/2021 12:00:00 AM,2045.6664,LONGIL
1/1/2021 12:00:00 AM,835.0282,MHK VL
1/1/2021 12:00:00 AM,313.6039,MILLWD
1/1/2021 12:00:00 AM,4789.1349,N.Y.C.
1/1/2021 12:00:00 AM,635.4952,NORTH
1/1/2021 12:00:00 AM,1521.3388,WEST
1/1/2021 1:00:00 AM,1194.3334,CAPITL
1/1/2021 1:00:00 AM,1606.1065,CENTRL
1/1/2021 1:00:00 AM,577.8876,DUNWOD
1/1/2021 1:00:00 AM,931.0276,GENESE
1/1/2021 1:00:00 AM,958.6629,HUD VL
1/1/2021 1:00:00 AM,1932.5254,LONGIL
1/1/2021 1:00:00 AM,803.8909,MHK VL
1/1/2021 1:00:00 AM,306.3881,MILLWD
1/1/2021 1:00:00 AM,4606.6671,N.Y.C.
1/1/2021 1:00:00 AM,631.721,NORTH
1/1/2021 1:00:00 AM,1466.6496,WEST
1/1/2021 2:00:00 AM,1171.2119,CAPITL
1/1/2021 2:00:00 AM,1572.9724,CENTRL
1/1/2021 2:00:00 AM,558.9263,DUNWOD
1/1/2021 2:00:00 AM,911.0684,GENESE
1/1/2021 2:00:00 AM,928.9989,HUD VL
1/1/2021 2:00:00 AM,1846.1064,LONGIL
1/1/2021 2:00:00 AM,796.5773,MHK VL
1/1/2021 2:00:00 AM,301.3826,MILLWD
1/1/2021 2:00:00 AM,4466.8791,N.Y.C.
1/1/2021 2:00:00 AM,616.9144,NORTH
1/1/2021 2:00:00 AM,1431.651,WEST
1/1/2021 3:00:00 AM,1165.921,CAPITL
1/1/2021 3:00:00 AM,1554.8964,CENTRL
1/1/2021 3:00:00 AM,546.9387,DUNWOD
1/1/2021 3:00:00 AM,899.8583,GENESE
1/1/2021 3:00:00 AM,913.9954,HUD VL
1/1/2021 3:00:00 AM,1794.544,LONGIL
1/1/2021 3:00:00 AM,795.1417,MHK VL
