Date,Load,Zone
1/1/2022 5:00:00 AM,519.9679,DUNWOD
1/1/2022 5:00:00 AM,859.2664,GENESE
1/1/2022 5:00:00 AM,818.9469,HUD VL
1/1/2022 5:00:00 AM,1582.2447,LONGIL
1/1/2022 5:00:00 AM,671.18,MHK VL
1/1/2022 5:00:00 AM,208.3498,MILLWD
1/1/2022 5:00:00 AM,4043.1564,N.Y.C.
1/1/2022 5:00:00 AM,656.0967,NORTH
1/1/2022 5:00:00 AM,1315.3371,WEST
1/1/2022 6:00:00 AM,1110.2606,CAPITL
1/1/2022 6:00:00 AM,1476.0478,CENTRL
1/1/2022 6:00:00 AM,508.3408,DUNWOD
1/1/2022 6:00:00 AM,880.8272,GENESE
1/1/2022 6:00:00 AM,835.2402,HUD VL
1/1/2022 6:00:00 AM,1616.563,LONGIL
1/1/2022 6:00:00 AM,699.0625,MHK VL
1/1/2022 6:00:00 AM,214.1378,MILLWD
1/1/2022 6:00:00 AM,4148.6332,N.Y.C.
1/1/2022 6:00:00 AM,666.2155,NORTH
1/1/2022 6:00:00 AM,1343.7112,WEST
1/1/2022 7:00:00 AM,1141.525,CAPITL
1/1/2022 7:00:00 AM,1512.7161,CENTRL
1/1/2022 7:00:00 AM,520.2298,DUNWOD
1/1/2022 7:00:00 AM,906.8266,GENESE
1/1/2022 7:00:00 AM,857.8216,HUD VL
1/1/2022 7:00:00 AM,1655.1121,LONGIL
1/1/2022 7:00:00 AM,724.3428,MHK VL
1/1/2022 7:00:00 AM,4244.1325,N.Y.C.
1/1/2022 7:00:00 AM,669.3057,NORTH
1/1/2022 7:00:00 AM,1373.1327,WEST
1/1/2022 7:00:00 AM,223.2863,MILLWD
1/1/2022 8:00:00 AM,1184.7601,CAPITL
1/1/2022 8:00:00 AM,1558.6756,CENTRL
1/1/2022 8:00:00 AM,550.5754,DUNWOD
1/1/2022 8:00:00 AM,925.1428,GENESE
1/1/2022 8:00:00 AM,881.7268,HUD VL
1/1/2022 8:00:00 AM,1715.8723,LONGIL
1/1/2022 8:00:00 AM,757.0894,MHK VL
1/1/2022 8:00:00 AM,236.5309,MILLWD
1/1/2022 8:00:00 AM,4331.4643,N.Y.C.
1/1/2022 8:00:00 AM,679.8524,NORTH
1/1/2022 8:00:00 AM,1395.7747,WEST
1/1/2022 9:00:00 AM,1237.387,CAPITL
1/1/2022 9:00:00 AM,1614.2494,CENTRL
1/1/2022 9:00:00 AM,609.0533,DUNWOD
1/1/2022 9:00:00 AM,965.9127,GENESE
1/1/2022 9:00:00 AM,929.976,HUD VL
1/1/2022 9:00:00 AM,1823.0055,LONGIL
1/1/2022 9:00:00 AM,809.8251,MHK VL
1/1/2022 9:00:00 AM,256.9546,MILLWD
1/1/2022 9:00:00 AM,4403.265,N.Y.C.
1/1/2022 9:00:00 AM,687.6504,NORTH
1/1/2022 9:00:00 AM,1436.1505,WEST
1/1/2022 10:00:00 AM,1284.7181,CAPITL
1/1/2022 10:00:00 AM,1660.7003,CENTRL
1/1/2022 10:00:00 AM,584.1019,DUNWOD
1/1/2022 10:00:00 AM,1001.9111,GENESE
1/1/2022 10:00:00 AM,966.0379,HUD VL
1/1/2022 10:00:00 AM,1922.6546,LONGIL
1/1/2022 10:00:00 AM,838.3807,MHK VL
1/1/2022 10:00:00 AM,274.6246,MILLWD
1/1/2022 10:00:00 AM,4626.9583,N.Y.C.
1/1/2022 10:00:00 AM,688.6385,NORTH
1/1/2022 10:00:00 AM,1488.5297,WEST
1/1/2022 11:00:00 AM,1306.3224,CAPITL
1/1/2022 11:00:00 AM,1684.1942,CENTRL
1/1/2022 11:00:00 AM,561.9402,DUNWOD
1/1/2022 11:00:00 AM,1033.9727,GENESE
1/1/2022 11:00:00 AM,991.2117,HUD VL
1/1/2022 11:00:00 AM,1995.2731,LONGIL
1/1/2022 11:00:00 AM,847.7269,MHK VL
1/1/2022 11:00:00 AM,282.7148,MILLWD
1/1/2022 11:00:00 AM,4807.8169,N.Y.C.
1/1/2022 11:00:00 AM,685.4515,NORTH
1/1/2022 11:00:00 AM,1526.4699,WEST
1/1/2022 12:00:00 PM,1337.6218,CAPITL
1/1/2022 12:00:00 PM,285.6926,MILLWD
1/1/2022 12:00:00 PM,1705.6776,CENTRL
1/1/2022 12:00:00 PM,1057.5661,GENESE
1/1/2022 12:00:00 PM,574.4572,DUNWOD
1/1/2022 12:00:00 PM,851.4783,MHK VL
1/1/2022 12:00:00 PM,1011.3882,HUD VL
1/1/2022 12:00:00 PM,2050.279,LONGIL
1/1/2022 12:00:00 PM,4888.8081,N.Y.C.
1/1/2022 12:00:00 PM,681.9621,NORTH
1/1/2022 12:00:00 PM,1553.8164,WEST
1/1/2022 1:00:00 PM,1331.7124,CAPITL
1/1/2022 1:00:00 PM,1696.0537,CENTRL
1/1/2022 1:00:00 PM,577.7034,DUNWOD
1/1/2022 1:00:00 PM,1066.474,GENESE
1/1/2022 1:00:00 PM,1009.8856,HUD VL
1/1/2022 1:00:00 PM,2081.4258,LONGIL
1/1/2022 1:00:00 PM,851.038,MHK VL
1/1/2022 1:00:00 PM,287.5282,MILLWD
1/1/2022 1:00:00 PM,4933.2292,N.Y.C.
1/1/2022 1:00:00 PM,683.0645,NORTH
1/1/2022 1:00:00 PM,1565.9726,WEST
1/1/2022 2:00:00 PM,1332.0077,CAPITL
1/1/2022 2:00:00 PM,1677.7366,CENTRL
1/1/2022 2:00:00 PM,576.0883,DUNWOD
1/1/2022 2:00:00 PM,1073.35,GENESE
1/1/2022 2:00:00 PM,995.5108,HUD VL
1/1/2022 2:00:00 PM,2083.4162,LONGIL
1/1/2022 2:00:00 PM,841.9876,MHK VL
1/1/2022 2:00:00 PM,284.8865,MILLWD
1/1/2022 2:00:00 PM,4930.1662,N.Y.C.
1/1/2022 2:00:00 PM,686.7219,NORTH
1/1/2022 2:00:00 PM,1574.8503,WEST
1/1/2022 3:00:00 PM,4945.2232,N.Y.C.
1/1/2022 3:00:00 PM,1339.6336,CAPITL
1/1/2022 3:00:00 PM,1721.5808,CENTRL
1/1/2022 3:00:00 PM,1087.1599,GENESE
1/1/2022 3:00:00 PM,1015.4708,HUD VL
1/1/2022 3:00:00 PM,2108.5836,LONGIL
1/1/2022 3:00:00 PM,851.4091,MHK VL
1/1/2022 3:00:00 PM,287.4436,MILLWD
1/1/2022 3:00:00 PM,689.8558,NORTH
1/1/2022 3:00:00 PM,1592.0751,WEST
1/1/2022 3:00:00 PM,587.8653,DUNWOD
1/1/2022 4:00:00 PM,1392.7432,CAPITL
1/1/2022 4:00:00 PM,1785.0197,CENTRL
1/1/2022 4:00:00 PM,613.4645,DUNWOD
1/1/2022 4:00:00 PM,1133.1326,GENESE
1/1/2022 4:00:00 PM,1077.4607,HUD VL
1/1/2022 4:00:00 PM,2233.3107,LONGIL
1/1/2022 4:00:00 PM,895.1163,MHK VL
1/1/2022 4:00:00 PM,303.7534,MILLWD
1/1/2022 4:00:00 PM,5060.3773,N.Y.C.
1/1/2022 4:00:00 PM,701.1338,NORTH
1/1/2022 4:00:00 PM,1644.5282,WEST
1/1/2022 5:00:00 PM,1446.541,CAPITL
1/1/2022 5:00:00 PM,1832.9517,CENTRL
1/1/2022 5:00:00 PM,649.6063,DUNWOD
1/1/2022 5:00:00 PM,1167.387,GENESE
1/1/2022 5:00:00 PM,1136.0794,HUD VL
1/1/2022 5:00:00 PM,2379.5076,LONGIL
1/1/2022 5:00:00 PM,946.3516,MHK VL
1/1/2022 5:00:00 PM,325.3258,MILLWD
1/1/2022 5:00:00 PM,5171.61,N.Y.C.
1/1/2022 5:00:00 PM,719.5898,NORTH
1/1/2022 5:00:00 PM,1713.1854,WEST
1/1/2022 6:00:00 PM,1421.7736,CAPITL
1/1/2022 6:00:00 PM,1821.6432,CENTRL
1/1/2022 6:00:00 PM,647.724,DUNWOD
1/1/2022 6:00:00 PM,1152.6015,GENESE
1/1/2022 6:00:00 PM,1129.0228,HUD VL
1/1/2022 6:00:00 PM,2357.3179,LONGIL
1/1/2022 6:00:00 PM,918.3714,MHK VL
1/1/2022 6:00:00 PM,321.6476,MILLWD
1/1/2022 6:00:00 PM,5180.1993,N.Y.C.
1/1/2022 6:00:00 PM,711.1857,NORTH
1/1/2022 6:00:00 PM,1703.9221,WEST
1/1/2022 7:00:00 PM,1374.2571,CAPITL
1/1/2022 7:00:00 PM,1785.0545,CENTRL
1/1/2022 7:00:00 PM,628.6611,DUNWOD
1/1/2022 7:00:00 PM,1122.5169,GENESE
1/1/2022 7:00:00 PM,1097.5584,HUD VL
1/1/2022 7:00:00 PM,2291.7074,LONGIL
1/1/2022 7:00:00 PM,880.716,MHK VL
1/1/2022 7:00:00 PM,314.3059,MILLWD
1/1/2022 7:00:00 PM,5143.0613,N.Y.C.
1/1/2022 7:00:00 PM,701.5461,NORTH
1/1/2022 7:00:00 PM,1681.2178,WEST
1/1/2022 8:00:00 PM,1331.9238,CAPITL
1/1/2022 8:00:00 PM,1750.8443,CENTRL
1/1/2022 8:00:00 PM,625.4937,DUNWOD
1/1/2022 8:00:00 PM,1093.6497,GENESE
1/1/2022 8:00:00 PM,1067.0083,HUD VL
1/1/2022 8:00:00 PM,2220.1042,LONGIL
1/1/2022 8:00:00 PM,849.6399,MHK VL
1/1/2022 8:00:00 PM,300.7513,MILLWD
1/1/2022 8:00:00 PM,5053.7814,N.Y.C.
1/1/2022 8:00:00 PM,698.3132,NORTH
1/1/2022 8:00:00 PM,1658.1982,WEST
1/1/2022 9:00:00 PM,1277.2172,CAPITL
1/1/2022 9:00:00 PM,1689.2872,CENTRL
1/1/2022 9:00:00 PM,601.7233,DUNWOD
1/1/2022 9:00:00 PM,1059.9048,GENESE
1/1/2022 9:00:00 PM,1017.4783,HUD VL
1/1/2022 9:00:00 PM,2124.5975,LONGIL
1/1/2022 9:00:00 PM,812.3069,MHK VL
1/1/2022 9:00:00 PM,289.902,MILLWD
1/1/2022 9:00:00 PM,4964.6912,N.Y.C.
1/1/2022 9:00:00 PM,693.411,NORTH
1/1/2022 9:00:00 PM,1624.0669,WEST
1/1/2022 10:00:00 PM,1219.1803,CAPITL
1/1/2022 10:00:00 PM,1618.8097,CENTRL
1/1/2022 10:00:00 PM,575.7431,DUNWOD
1/1/2022 10:00:00 PM,1012.8382,GENESE
1/1/2022 10:00:00 PM,959.1749,HUD VL
1/1/2022 10:00:00 PM,2001.3966,LONGIL
1/1/2022 10:00:00 PM,770.5299,MHK VL
1/1/2022 10:00:00 PM,275.3566,MILLWD
1/1/2022 10:00:00 PM,4823.0331,N.Y.C.
1/1/2022 10:00:00 PM,691.1484,NORTH
1/1/2022 10:00:00 PM,1571.1215,WEST
1/1/2022 11:00:00 PM,1147.9521,CAPITL
1/1/2022 11:00:00 PM,1567.738,CENTRL
1/1/2022 11:00:00 PM,537.2802,DUNWOD
1/1/2022 11:00:00 PM,967.5709,GENESE
1/1/2022 11:00:00 PM,893.3514,HUD VL
1/1/2022 11:00:00 PM,1859.0659,LONGIL
1/1/2022 11:00:00 PM,723.227,MHK VL
1/1/2022 11:00:00 PM,249.5348,MILLWD
1/1/2022 11:00:00 PM,4623.614,N.Y.C.
1/1/2022 11:00:00 PM,685.3421,NORTH
1/1/2022 11:00:00 PM,1497.7042,WEST
1/2/2022 12:00:00 AM,1098.3584,CAPITL
1/2/2022 12:00:00 AM,1532.5365,CENTRL
1/2/2022 12:00:00 AM,504.0451,DUNWOD
1/2/2022 12:00:00 AM,937.1728,GENESE
1/2/2022 12:00:00 AM,838.0112,HUD VL
1/2/2022 12:00:00 AM,1728.0345,LONGIL
1/2/2022 12:00:00 AM,699.2068,MHK VL
1/2/2022 12:00:00 AM,225.9353,MILLWD
1/2/2022 12:00:00 AM,4402.9216,N.Y.C.
1/2/2022 12:00:00 AM,678.5354,NORTH
1/2/2022 12:00:00 AM,1446.1492,WEST
1/2/2022 1:00:00 AM,1070.0256,CAPITL
1/2/2022 1:00:00 AM,1498.1995,CENTRL
1/2/2022 1:00:00 AM,542.645,DUNWOD
1/2/2022 1:00:00 AM,924.5411,GENESE
1/2/2022 1:00:00 AM,809.2565,HUD VL
1/2/2022 1:00:00 AM,1624.5436,LONGIL
1/2/2022 1:00:00 AM,676.7785,MHK VL
1/2/2022 1:00:00 AM,201.1895,MILLWD
1/2/2022 1:00:00 AM,4163.9201,N.Y.C.
1/2/2022 1:00:00 AM,678.4611,NORTH
1/2/2022 1:00:00 AM,1418.0631,WEST
1/2/2022 2:00:00 AM,1480.9581,CENTRL
1/2/2022 2:00:00 AM,1057.1124,CAPITL
1/2/2022 2:00:00 AM,531.3316,DUNWOD
1/2/2022 2:00:00 AM,910.3513,GENESE
1/2/2022 2:00:00 AM,785.5044,HUD VL
1/2/2022 2:00:00 AM,1566.3336,LONGIL
1/2/2022 2:00:00 AM,664.2642,MHK VL
1/2/2022 2:00:00 AM,202.9939,MILLWD
1/2/2022 2:00:00 AM,4032.1356,N.Y.C.
1/2/2022 2:00:00 AM,682.2713,NORTH
1/2/2022 2:00:00 AM,1406.3625,WEST
1/2/2022 3:00:00 AM,1050.2304,CAPITL
1/2/2022 3:00:00 AM,1487.0188,CENTRL
1/2/2022 3:00:00 AM,519.6782,DUNWOD
1/2/2022 3:00:00 AM,904.3712,GENESE
1/2/2022 3:00:00 AM,775.5084,HUD VL
1/2/2022 3:00:00 AM,1528.0001,LONGIL
1/2/2022 3:00:00 AM,660.1121,MHK VL
1/2/2022 3:00:00 AM,198.0441,MILLWD
1/2/2022 3:00:00 AM,3952.077,N.Y.C.
1/2/2022 3:00:00 AM,679.6242,NORTH
1/2/2022 3:00:00 AM,1395.0748,WEST
1/2/2022 4:00:00 AM,1058.0033,CAPITL
1/2/2022 4:00:00 AM,1500.9167,CENTRL
1/2/2022 4:00:00 AM,513.6648,DUNWOD
1/2/2022 4:00:00 AM,908.2441,GENESE
1/2/2022 4:00:00 AM,775.1705,HUD VL
1/2/2022 4:00:00 AM,1517.6572,LONGIL
1/2/2022 4:00:00 AM,664.7444,MHK VL
1/2/2022 4:00:00 AM,202.1418,MILLWD
1/2/2022 4:00:00 AM,3923.9645,N.Y.C.
1/2/2022 4:00:00 AM,682.4423,NORTH
1/2/2022 4:00:00 AM,1396.027,WEST
1/2/2022 5:00:00 AM,1076.8714,CAPITL
1/2/2022 5:00:00 AM,1543.3943,CENTRL
1/2/2022 5:00:00 AM,532.5786,DUNWOD
1/2/2022 5:00:00 AM,928.3743,GENESE
1/2/2022 5:00:00 AM,793.8742,HUD VL
1/2/2022 5:00:00 AM,1539.7554,LONGIL
1/2/2022 5:00:00 AM,686.9701,MHK VL
1/2/2022 5:00:00 AM,205.7754,MILLWD
1/2/2022 5:00:00 AM,3942.5839,N.Y.C.
1/2/2022 5:00:00 AM,683.7352,NORTH
1/2/2022 5:00:00 AM,1422.4241,WEST
1/2/2022 6:00:00 AM,1115.6048,CAPITL
1/2/2022 6:00:00 AM,1593.4724,CENTRL
1/2/2022 6:00:00 AM,481.5692,DUNWOD
1/2/2022 6:00:00 AM,965.5555,GENESE
1/2/2022 6:00:00 AM,820.4219,HUD VL
1/2/2022 6:00:00 AM,1591.0712,LONGIL
1/2/2022 6:00:00 AM,723.2352,MHK VL
1/2/2022 6:00:00 AM,213.8897,MILLWD
1/2/2022 6:00:00 AM,4110.0613,N.Y.C.
1/2/2022 6:00:00 AM,697.8091,NORTH
1/2/2022 6:00:00 AM,1469.3073,WEST
1/2/2022 7:00:00 AM,1172.439,CAPITL
1/2/2022 7:00:00 AM,1669.4748,CENTRL
1/2/2022 7:00:00 AM,498.9823,DUNWOD
1/2/2022 7:00:00 AM,1009.4914,GENESE
1/2/2022 7:00:00 AM,865.4171,HUD VL
1/2/2022 7:00:00 AM,1648.7683,LONGIL
1/2/2022 7:00:00 AM,770.3468,MHK VL
1/2/2022 7:00:00 AM,222.2764,MILLWD
1/2/2022 7:00:00 AM,4232.78,N.Y.C.
1/2/2022 7:00:00 AM,702.5766,NORTH
1/2/2022 7:00:00 AM,1519.391,WEST
1/2/2022 8:00:00 AM,1238.9172,CAPITL
1/2/2022 8:00:00 AM,1748.8099,CENTRL
1/2/2022 8:00:00 AM,516.9213,DUNWOD
1/2/2022 8:00:00 AM,1050.4709,GENESE
1/2/2022 8:00:00 AM,913.3419,HUD VL
1/2/2022 8:00:00 AM,1726.2192,LONGIL
1/2/2022 8:00:00 AM,818.7778,MHK VL
1/2/2022 8:00:00 AM,234.9508,MILLWD
1/2/2022 8:00:00 AM,4391.1166,N.Y.C.
1/2/2022 8:00:00 AM,710.283,NORTH
1/2/2022 8:00:00 AM,1559.4009,WEST
1/2/2022 9:00:00 AM,1303.3128,CAPITL
1/2/2022 9:00:00 AM,1823.9561,CENTRL
1/2/2022 9:00:00 AM,530.4567,DUNWOD
1/2/2022 9:00:00 AM,1102.0479,GENESE
1/2/2022 9:00:00 AM,966.5628,HUD VL
1/2/2022 9:00:00 AM,1818.4668,LONGIL
1/2/2022 9:00:00 AM,868.7963,MHK VL
1/2/2022 9:00:00 AM,258.1627,MILLWD
1/2/2022 9:00:00 AM,4571.8965,N.Y.C.
1/2/2022 9:00:00 AM,721.3907,NORTH
1/2/2022 9:00:00 AM,1615.4928,WEST
1/2/2022 10:00:00 AM,1363.9568,CAPITL
1/2/2022 10:00:00 AM,1900.6891,CENTRL
1/2/2022 10:00:00 AM,562.021,DUNWOD
1/2/2022 10:00:00 AM,1156.6641,GENESE
1/2/2022 10:00:00 AM,1018.8394,HUD VL
1/2/2022 10:00:00 AM,1895.4994,LONGIL
1/2/2022 10:00:00 AM,922.9003,MHK VL
1/2/2022 10:00:00 AM,277.5858,MILLWD
1/2/2022 10:00:00 AM,4748.2461,N.Y.C.
1/2/2022 10:00:00 AM,739.4075,NORTH
1/2/2022 10:00:00 AM,1674.1019,WEST
1/2/2022 11:00:00 AM,1396.3733,CAPITL
1/2/2022 11:00:00 AM,1952.9186,CENTRL
1/2/2022 11:00:00 AM,579.9914,DUNWOD
1/2/2022 11:00:00 AM,1184.1003,GENESE
1/2/2022 11:00:00 AM,1047.7769,HUD VL
1/2/2022 11:00:00 AM,1993.748,LONGIL
1/2/2022 11:00:00 AM,940.5107,MHK VL
1/2/2022 11:00:00 AM,290.4042,MILLWD
1/2/2022 11:00:00 AM,4885.0587,N.Y.C.
1/2/2022 11:00:00 AM,743.4294,NORTH
1/2/2022 11:00:00 AM,1708.3749,WEST
1/2/2022 12:00:00 PM,1416.3665,CAPITL
1/2/2022 12:00:00 PM,1977.8914,CENTRL
1/2/2022 12:00:00 PM,593.1022,DUNWOD
1/2/2022 12:00:00 PM,1207.9293,GENESE
1/2/2022 12:00:00 PM,1072.6982,HUD VL
1/2/2022 12:00:00 PM,2039.299,LONGIL
1/2/2022 12:00:00 PM,937.6446,MHK VL
1/2/2022 12:00:00 PM,299.4379,MILLWD
1/2/2022 12:00:00 PM,4946.9136,N.Y.C.
1/2/2022 12:00:00 PM,755.0922,NORTH
1/2/2022 12:00:00 PM,1733.6165,WEST
1/2/2022 1:00:00 PM,1416.3115,CAPITL
1/2/2022 1:00:00 PM,2001.8038,CENTRL
1/2/2022 1:00:00 PM,591.5824,DUNWOD
1/2/2022 1:00:00 PM,1210.5665,GENESE
1/2/2022 1:00:00 PM,1079.6898,HUD VL
1/2/2022 1:00:00 PM,2017.0813,LONGIL
1/2/2022 1:00:00 PM,930.403,MHK VL
1/2/2022 1:00:00 PM,304.2554,MILLWD
1/2/2022 1:00:00 PM,4948.8303,N.Y.C.
1/2/2022 1:00:00 PM,749.9872,NORTH
1/2/2022 1:00:00 PM,1737.8763,WEST
1/2/2022 2:00:00 PM,1441.2418,CAPITL
1/2/2022 2:00:00 PM,2019.1383,CENTRL
1/2/2022 2:00:00 PM,583.8906,DUNWOD
1/2/2022 2:00:00 PM,1210.6693,GENESE
1/2/2022 2:00:00 PM,1079.7551,HUD VL
1/2/2022 2:00:00 PM,2035.7515,LONGIL
1/2/2022 2:00:00 PM,934.4454,MHK VL
1/2/2022 2:00:00 PM,304.3377,MILLWD
1/2/2022 2:00:00 PM,4976.0327,N.Y.C.
1/2/2022 2:00:00 PM,752.2287,NORTH
1/2/2022 2:00:00 PM,1739.1504,WEST
1/2/2022 3:00:00 PM,1476.0475,CAPITL
1/2/2022 3:00:00 PM,2045.565,CENTRL
1/2/2022 3:00:00 PM,591.1443,DUNWOD
1/2/2022 3:00:00 PM,1213.6127,GENESE
1/2/2022 3:00:00 PM,1093.1353,HUD VL
1/2/2022 3:00:00 PM,2104.1881,LONGIL
1/2/2022 3:00:00 PM,957.46,MHK VL
1/2/2022 3:00:00 PM,314.604,MILLWD
1/2/2022 3:00:00 PM,5021.0454,N.Y.C.
1/2/2022 3:00:00 PM,756.0901,NORTH
1/2/2022 3:00:00 PM,1742.1462,WEST
1/2/2022 4:00:00 PM,1558.4664,CAPITL
1/2/2022 4:00:00 PM,2115.5264,CENTRL
1/2/2022 4:00:00 PM,631.0162,DUNWOD
1/2/2022 4:00:00 PM,1256.4637,GENESE
1/2/2022 4:00:00 PM,1162.1063,HUD VL
1/2/2022 4:00:00 PM,2268.56,LONGIL
1/2/2022 4:00:00 PM,1016.319,MHK VL
1/2/2022 4:00:00 PM,340.273,MILLWD
1/2/2022 4:00:00 PM,5154.3547,N.Y.C.
1/2/2022 4:00:00 PM,762.4591,NORTH
1/2/2022 4:00:00 PM,1788.2758,WEST
1/2/2022 5:00:00 PM,1622.7267,CAPITL
1/2/2022 5:00:00 PM,2145.5998,CENTRL
1/2/2022 5:00:00 PM,664.2714,DUNWOD
1/2/2022 5:00:00 PM,1328.2097,GENESE
1/2/2022 5:00:00 PM,1249.0569,HUD VL
1/2/2022 5:00:00 PM,2452.0076,LONGIL
1/2/2022 5:00:00 PM,1085.6244,MHK VL
1/2/2022 5:00:00 PM,358.2621,MILLWD
1/2/2022 5:00:00 PM,5346.8264,N.Y.C.
1/2/2022 5:00:00 PM,774.2512,NORTH
1/2/2022 5:00:00 PM,1889.077,WEST
1/2/2022 6:00:00 PM,1604.6542,CAPITL
1/2/2022 6:00:00 PM,2115.7706,CENTRL
1/2/2022 6:00:00 PM,683.4639,DUNWOD
1/2/2022 6:00:00 PM,1309.9921,GENESE
1/2/2022 6:00:00 PM,1248.6564,HUD VL
1/2/2022 6:00:00 PM,2446.0835,LONGIL
1/2/2022 6:00:00 PM,1087.252,MHK VL
1/2/2022 6:00:00 PM,349.2786,MILLWD
1/2/2022 6:00:00 PM,5367.5495,N.Y.C.
1/2/2022 6:00:00 PM,770.7368,NORTH
1/2/2022 6:00:00 PM,1894.3334,WEST
1/2/2022 7:00:00 PM,1563.9759,CAPITL
1/2/2022 7:00:00 PM,2068.4389,CENTRL
1/2/2022 7:00:00 PM,664.7607,DUNWOD
1/2/2022 7:00:00 PM,1276.1573,GENESE
1/2/2022 7:00:00 PM,1206.9441,HUD VL
1/2/2022 7:00:00 PM,2389.3505,LONGIL
1/2/2022 7:00:00 PM,1062.5095,MHK VL
1/2/2022 7:00:00 PM,350.5606,MILLWD
1/2/2022 7:00:00 PM,5336.8969,N.Y.C.
1/2/2022 7:00:00 PM,772.0396,NORTH
1/2/2022 7:00:00 PM,1868.16,WEST
1/2/2022 8:00:00 PM,1510.056,CAPITL
1/2/2022 8:00:00 PM,2002.8348,CENTRL
1/2/2022 8:00:00 PM,658.4705,DUNWOD
1/2/2022 8:00:00 PM,1236.9422,GENESE
1/2/2022 8:00:00 PM,1169.6387,HUD VL
1/2/2022 8:00:00 PM,2327.4718,LONGIL
1/2/2022 8:00:00 PM,1022.2805,MHK VL
1/2/2022 8:00:00 PM,339.5979,MILLWD
1/2/2022 8:00:00 PM,5252.8332,N.Y.C.
1/2/2022 8:00:00 PM,753.061,NORTH
1/2/2022 8:00:00 PM,1836.1078,WEST
1/2/2022 9:00:00 PM,1437.3163,CAPITL
1/2/2022 9:00:00 PM,1929.7701,CENTRL
1/2/2022 9:00:00 PM,620.5743,DUNWOD
1/2/2022 9:00:00 PM,1191.5536,GENESE
1/2/2022 9:00:00 PM,1116.3308,HUD VL
1/2/2022 9:00:00 PM,2227.621,LONGIL
1/2/2022 9:00:00 PM,971.98,MHK VL
1/2/2022 9:00:00 PM,324.1469,MILLWD
1/2/2022 9:00:00 PM,5147.9816,N.Y.C.
1/2/2022 9:00:00 PM,735.5002,NORTH
1/2/2022 9:00:00 PM,1786.2659,WEST
1/2/2022 10:00:00 PM,1347.2376,CAPITL
1/2/2022 10:00:00 PM,1831.0693,CENTRL
1/2/2022 10:00:00 PM,587.8702,DUNWOD
1/2/2022 10:00:00 PM,1119.6847,GENESE
