Date & Hour,"Total
Type A
Buildings lbs steam "," Total
Type B
Buildings lbs steam  "," Total 
Type C
Buildings lbs steam ", Steam Totals lbs steam ,Type A MWth,Type B MWth,Type C MWth,Steam Totals MWth,Outside Air Temp deg F,Outside Air Relative Humidity %,Outside Air Enthalpy BTU/lb
2010/11/16 01:00,"26,957","32,626","49,814","109,396",8.14,9.85,15.03,33.01,33,96,12.25
2010/11/16 02:00,"27,949","32,424","47,283","107,656",8.43,9.79,14.27,32.49,32,97,11.9
2010/11/16 03:00,"29,356","32,392","48,270","110,018",8.86,9.78,14.57,33.2,31,96,11.47
2010/11/16 04:00,"30,070","32,908","49,846","112,824",9.07,9.93,15.04,34.05,30,97,11.13
2010/11/16 05:00,"33,033","35,716","56,698","125,447",9.97,10.78,17.11,37.86,30,97,11.13
2010/11/16 06:00,"34,519","38,322","59,764","132,605",10.42,11.57,18.04,40.02,29,97,10.76
2010/11/16 07:00,"35,154","41,189","60,803","137,146",10.61,12.43,18.35,41.39,29,97,10.76
2010/11/16 08:00,"33,083","40,328","61,336","134,747",9.98,12.17,18.51,40.67,29,97,10.76
2010/11/16 09:00,"30,253","36,488","53,849","120,590",9.13,11.01,16.25,36.39,32,96,11.86
2010/11/16 10:00,"23,924","28,532","42,553","95,009",7.22,8.61,12.84,28.67,39,87,14.2
2010/11/16 11:00,"17,559","22,873","31,346","71,778",5.3,6.9,9.46,21.66,49,51,15.75
2010/11/16 12:00,"14,839","19,102","28,486","62,427",4.48,5.76,8.6,18.84,56,37,17.13
2010/11/16 13:00,"15,457","15,272","27,096","57,825",4.66,4.61,8.18,17.45,60,31,17.96
2010/11/16 14:00,"14,051","14,704","23,898","52,653",4.24,4.44,7.21,15.89,62,38,19.58
2010/11/16 15:00,"12,684","10,938","21,996","45,617",3.83,3.3,6.64,13.77,64,33,19.73
2010/11/16 16:00,"12,024","11,917","24,140","48,081",3.63,3.6,7.29,14.51,65,31,19.85
2010/11/16 17:00,"13,214","12,568","22,805","48,587",3.99,3.79,6.88,14.66,64,34,19.86
2010/11/16 18:00,"12,731","17,771","25,236","55,738",3.84,5.36,7.62,16.82,62,43,20.21
2010/11/16 19:00,"12,106","17,384","27,417","56,907",3.65,5.25,8.27,17.17,58,63,20.74
2010/11/16 20:00,"12,116","15,031","26,143","53,291",3.66,4.54,7.89,16.08,54,53,17.92
2010/11/16 21:00,"12,727","16,996","25,183","54,906",3.84,5.13,7.6,16.57,54,56,18.21
2010/11/16 22:00,"12,193","15,878","27,261","55,332",3.68,4.79,8.23,16.7,54,55,18.11
2010/11/16 23:00,"14,608","18,395","26,604","59,608",4.41,5.55,8.03,17.99,54,58,18.4
2010/12/16 00:00,"13,405","19,839","31,086","64,330",4.05,5.99,9.38,19.41,53,60,18.15
2010/12/16 01:00,"13,780","21,409","29,267","64,455",4.16,6.46,8.83,19.45,52,60,17.72
2010/12/16 02:00,"13,859","20,389","28,404","62,653",4.18,6.15,8.57,18.91,51,57,17.04
2010/12/16 03:00,"14,304","18,250","26,993","59,547",4.32,5.51,8.15,17.97,51,57,17.04
2010/12/16 04:00,"14,118","18,450","27,654","60,222",4.26,5.57,8.35,18.17,51,59,17.21
2010/12/16 05:00,"16,183","21,563","30,716","68,463",4.88,6.51,9.27,20.66,50,64,17.22
2010/12/16 06:00,"19,720","24,815","37,115","81,650",5.95,7.49,11.2,24.64,48,67,16.61
2010/12/16 07:00,"21,734","27,060","41,997","90,790",6.56,8.17,12.67,27.4,48,67,16.61
2010/12/16 08:00,"21,709","28,685","41,145","91,539",6.55,8.66,12.42,27.63,48,69,16.77
2010/12/16 09:00,"19,064","26,380","39,144","84,589",5.75,7.96,11.81,25.53,49,66,16.96
2010/12/16 10:00,"17,342","21,489","30,689","69,520",5.23,6.49,9.26,20.98,52,63,17.99
2010/12/16 11:00,"14,086","15,927","26,374","56,388",4.25,4.81,7.96,17.02,56,61,19.59
2010/12/16 12:00,"14,374","13,577","22,507","50,458",4.34,4.1,6.79,15.23,60,55,20.77
2010/12/16 13:00,"13,139","12,371","22,945","48,455",3.97,3.73,6.92,14.62,64,52,22.3
2010/12/16 14:00,"12,968","10,119","21,757","44,844",3.91,3.05,6.57,13.53,67,49,23.35
2010/12/16 15:00,"10,380","9,931","22,485","42,796",3.13,3,6.79,12.92,68,48,23.69
2010/12/16 16:00,"9,902","9,737","21,093","40,732",2.99,2.94,6.37,12.29,69,50,24.53
2010/12/16 17:00,"10,273","9,798","21,867","41,937",3.1,2.96,6.6,12.66,69,50,24.53
2010/12/16 18:00,"9,409","12,086","22,297","43,792",2.84,3.65,6.73,13.22,66,52,23.29
2010/12/16 19:00,"11,538","16,311","24,206","52,055",3.48,4.92,7.31,15.71,63,59,22.74
2010/12/16 20:00,"10,575","15,825","25,205","51,605",3.19,4.78,7.61,15.57,62,61,22.49
2010/12/16 21:00,"11,384","14,874","23,688","49,946",3.44,4.49,7.15,15.07,59,67,21.69
2010/12/16 22:00,"11,014","16,022","25,116","52,153",3.32,4.84,7.58,15.74,57,67,20.69
2010/12/16 23:00,"12,658","16,358","25,773","54,788",3.82,4.94,7.78,16.53,56,71,20.62
10/13/16 0:00,"12,741","17,669","28,344","58,754",3.85,5.33,8.55,17.73,54,76,20.14
10/13/16 1:00,"12,920","15,885","24,631","53,436",3.9,4.79,7.43,16.13,54,78,20.33
10/13/16 2:00,"12,480","19,054","25,110","56,644",3.77,5.75,7.58,17.09,53,82,20.21
10/13/16 3:00,"13,424","17,611","26,700","57,735",4.05,5.31,8.06,17.42,52,83,19.8
10/13/16 4:00,"13,269","16,566","25,599","55,434",4,5,7.73,16.73,52,83,19.8
10/13/16 5:00,"13,635","17,901","26,967","58,503",4.11,5.4,8.14,17.66,53,84,20.4
10/13/16 6:00,"17,141","20,308","30,659","68,108",5.17,6.13,9.25,20.55,53,85,20.5
10/13/16 7:00,"17,686","20,917","34,262","72,865",5.34,6.31,10.34,21.99,52,86,20.07
10/13/16 8:00,"18,684","23,572","32,851","75,106",5.64,7.11,9.91,22.67,53,90,20.97
10/13/16 9:00,"19,156","24,936","34,147","78,239",5.78,7.53,10.31,23.61,52,91,20.53
10/13/16 10:00,"18,207","22,640","31,232","72,078",5.49,6.83,9.43,21.75,53,94,21.35
10/13/16 11:00,"17,494","20,549","29,949","67,992",5.28,6.2,9.04,20.52,54,92,21.7
10/13/16 12:00,"16,772","18,785","29,871","65,428",5.06,5.67,9.01,19.75,55,93,22.36
10/13/16 13:00,"13,748","15,443","26,631","55,822",4.15,4.66,8.04,16.85,57,89,23.08
10/13/16 14:00,"15,244","16,020","27,510","58,774",4.6,4.83,8.3,17.74,58,80,22.64
10/13/16 15:00,"14,593","17,900","30,444","62,938",4.4,5.4,9.19,18.99,56,81,21.67
10/13/16 16:00,"14,971","17,837","28,716","61,524",4.52,5.38,8.67,18.57,53,80,20.02
10/13/16 17:00,"14,713","17,033","28,553","60,299",4.44,5.14,8.62,18.2,55,76,20.64
10/13/16 18:00,"14,446","22,500","30,865","67,811",4.36,6.79,9.31,20.46,54,72,19.75
10/13/16 19:00,"16,768","27,298","36,939","81,005",5.06,8.24,11.15,24.45,51,79,18.95
10/13/16 20:00,"18,156","25,154","39,246","82,556",5.48,7.59,11.84,24.91,48,80,17.63
10/13/16 21:00,"19,856","25,997","36,918","82,772",5.99,7.85,11.14,24.98,46,80,16.73
10/13/16 22:00,"19,969","27,026","39,804","86,799",6.03,8.16,12.01,26.19,44,87,16.34
10/13/16 23:00,"22,121","27,697","39,197","89,014",6.68,8.36,11.83,26.86,39,94,14.6
10/14/16 0:00,"21,850","28,800","40,390","91,040",6.59,8.69,12.19,27.48,36,96,13.46
10/14/16 1:00,"23,187","27,378","38,861","89,425",7,8.26,11.73,26.99,35,97,13.1
10/14/16 2:00,"22,617","26,930","40,457","90,004",6.83,8.13,12.21,27.16,34,98,12.74
10/14/16 3:00,"23,068","24,052","38,529","85,649",6.96,7.26,11.63,25.85,35,99,13.2
10/14/16 4:00,"23,098","26,095","40,910","90,103",6.97,7.88,12.35,27.19,37,99,14.03
10/14/16 5:00,"24,418","27,748","42,252","94,418",7.37,8.37,12.75,28.49,37,98,13.98
10/14/16 6:00,"29,068","32,510","50,440","112,017",8.77,9.81,15.22,33.81,36,98,13.56
10/14/16 7:00,"31,759","37,052","56,513","125,324",9.58,11.18,17.06,37.82,33,98,12.34
10/14/16 8:00,"30,703","38,228","57,915","126,846",9.27,11.54,17.48,38.28,31,98,11.56
10/14/16 9:00,"28,359","32,300","52,241","112,900",8.56,9.75,15.77,34.07,34,96,12.65
10/14/16 10:00,"23,169","27,775","43,097","94,041",6.99,8.38,13.01,28.38,40,85,14.5
10/14/16 11:00,"21,066","25,094","37,545","83,706",6.36,7.57,11.33,25.26,45,73,15.8
10/14/16 12:00,"19,646","24,518","35,539","79,704",5.93,7.4,10.73,24.05,49,64,16.79
10/14/16 13:00,"17,636","22,731","33,412","73,779",5.32,6.86,10.08,22.27,51,53,16.7
10/14/16 14:00,"16,185","21,314","30,280","67,778",4.88,6.43,9.14,20.45,52,49,16.74
10/14/16 15:00,"16,006","18,843","29,529","64,378",4.83,5.69,8.91,19.43,54,49,17.54
10/14/16 16:00,"15,298","19,520","30,285","65,102",4.62,5.89,9.14,19.65,55,44,17.45
10/14/16 17:00,"14,882","19,360","28,497","62,739",4.49,5.84,8.6,18.93,56,44,17.84
10/14/16 18:00,"15,489","21,385","30,832","67,706",4.67,6.45,9.3,20.43,56,50,18.46
10/14/16 19:00,"17,212","26,389","38,723","82,323",5.19,7.96,11.69,24.84,50,77,18.31
10/14/16 20:00,"20,854","27,567","40,043","88,465",6.29,8.32,12.08,26.7,42,84,15.27
10/14/16 21:00,"22,344","28,530","40,871","91,745",6.74,8.61,12.33,27.69,39,90,14.37
10/14/16 22:00,"23,571","30,507","43,342","97,420",7.11,9.21,13.08,29.4,36,93,13.3
10/14/16 23:00,"25,231","33,938","46,783","105,952",7.61,10.24,14.12,31.98,35,94,12.95
10/15/16 0:00,"24,557","33,313","45,507","103,376",7.41,10.05,13.73,31.2,33,96,12.25
10/15/16 1:00,"25,028","30,864","43,089","98,980",7.55,9.31,13,29.87,33,96,12.25
10/15/16 2:00,"24,682","30,911","43,735","99,327",7.45,9.33,13.2,29.98,33,96,12.25
10/15/16 3:00,"24,815","29,114","41,427","95,356",7.49,8.79,12.5,28.78,33,95,12.2
10/15/16 4:00,"24,960","31,429","45,721","102,111",7.53,9.48,13.8,30.82,35,90,12.75
10/15/16 5:00,"27,113","32,689","51,266","111,068",8.18,9.87,15.47,33.52,33,94,12.16
10/15/16 6:00,"26,937","33,102","48,429","108,468",8.13,9.99,14.62,32.73,35,85,12.5
10/15/16 7:00,"26,247","35,693","51,751","113,691",7.92,10.77,15.62,34.31,37,83,13.17
10/15/16 8:00,"25,044","33,906","51,079","110,029",7.56,10.23,15.42,33.21,38,82,13.51
10/15/16 9:00,"21,458","28,642","45,060","95,160",6.48,8.64,13.6,28.72,41,72,14.12
10/15/16 10:00,"19,162","24,057","35,523","78,741",5.78,7.26,10.72,23.76,47,65,16.04
10/15/16 11:00,"15,110","21,587","30,769","67,467",4.56,6.51,9.29,20.36,51,61,17.39
10/15/16 12:00,"14,366","18,504","26,598","59,468",4.34,5.58,8.03,17.95,55,55,18.54
10/15/16 13:00,"11,602","15,440","24,821","51,863",3.5,4.66,7.49,15.65,59,53,20.08
10/15/16 14:00,"12,526","13,558","24,930","51,015",3.78,4.09,7.52,15.4,61,49,20.51
10/15/16 15:00,"10,448","11,804","22,120","44,372",3.15,3.56,6.68,13.39,63,49,21.42
10/15/16 16:00,"10,690","10,444","21,081","42,215",3.23,3.15,6.36,12.74,65,41,21.24
10/15/16 17:00,"10,771","10,924","22,583","44,278",3.25,3.3,6.82,13.36,65,43,21.52
10/15/16 18:00,"10,672","12,587","21,679","44,938",3.22,3.8,6.54,13.56,63,48,21.29
10/15/16 19:00,"12,424","17,855","26,061","56,340",3.75,5.39,7.87,17,60,54,20.66
10/15/16 20:00,"10,934","15,831","25,005","51,770",3.3,4.78,7.55,15.62,58,55,19.86
10/15/16 21:00,"13,343","15,090","27,093","55,526",4.03,4.55,8.18,16.76,56,60,19.48
10/15/16 22:00,"12,757","16,056","26,179","54,991",3.85,4.85,7.9,16.6,55,60,19.03
10/15/16 23:00,"13,719","15,880","27,456","57,055",4.14,4.79,8.29,17.22,54,60,18.59
10/16/16 0:00,"11,899","17,347","23,505","52,751",3.59,5.24,7.09,15.92,54,61,18.69
10/16/16 1:00,"13,019","14,438","24,928","52,385",3.93,4.36,7.52,15.81,54,62,18.78
10/16/16 2:00,"11,874","14,175","24,301","50,350",3.58,4.28,7.33,15.2,54,65,19.07
10/16/16 3:00,"13,831","14,861","24,710","53,401",4.17,4.48,7.46,16.12,54,67,19.26
10/16/16 4:00,"12,286","15,917","23,323","51,525",3.71,4.8,7.04,15.55,54,69,19.46
10/16/16 5:00,"13,917","16,803","27,111","57,831",4.2,5.07,8.18,17.45,54,73,19.85
10/16/16 6:00,"14,036","16,180","27,527","57,743",4.24,4.88,8.31,17.43,53,75,19.55
10/16/16 7:00,"14,907","17,746","32,559","65,212",4.5,5.36,9.83,19.68,53,77,19.74
10/16/16 8:00,"14,032","17,427","29,066","60,526",4.23,5.26,8.77,18.27,53,77,19.74
10/16/16 9:00,"14,722","17,588","29,108","61,417",4.44,5.31,8.78,18.54,54,79,20.43
10/16/16 10:00,"12,908","17,384","27,596","57,888",3.9,5.25,8.33,17.47,55,79,20.94
10/16/16 11:00,"11,740","14,344","25,087","51,171",3.54,4.33,7.57,15.44,58,71,21.63
10/16/16 12:00,"10,289","12,020","22,638","44,948",3.11,3.63,6.83,13.56,64,69,24.63
10/16/16 13:00,"9,902","10,956","21,910","42,768",2.99,3.31,6.61,12.91,67,67,26.09
10/16/16 14:00,"10,868","9,145","20,527","40,540",3.28,2.76,6.19,12.23,69,63,26.65
10/16/16 15:00,"8,858","9,996","21,073","39,927",2.67,3.02,6.36,12.05,72,62,28.32
10/16/16 16:00,"9,239","9,150","20,363","38,752",2.79,2.76,6.15,11.69,73,58,28.21
10/16/16 17:00,"9,434","9,551","20,935","39,920",2.85,2.88,6.32,12.05,73,59,28.4
10/16/16 18:00,"9,379","9,089","20,547","39,015",2.83,2.74,6.2,11.77,72,64,28.69
10/16/16 19:00,"10,210","10,251","21,491","41,951",3.08,3.09,6.49,12.66,69,69,27.64
10/16/16 20:00,"9,874","12,264","23,275","45,414",2.98,3.7,7.02,13.71,67,95,30.44
10/16/16 21:00,"10,274","14,116","22,151","46,542",3.1,4.26,6.68,14.05,63,96,27.71
10/16/16 22:00,"10,700","12,543","20,522","43,765",3.23,3.79,6.19,13.21,62,97,27.16
10/16/16 23:00,"10,389","13,171","21,792","45,353",3.14,3.97,6.58,13.69,62,96,27.03
10/17/16 0:00,"11,741","12,761","22,704","47,205",3.54,3.85,6.85,14.25,61,95,26.24
10/17/16 1:00,"10,448","11,245","19,288","40,981",3.15,3.39,5.82,12.37,61,96,26.36
10/17/16 2:00,"10,016","11,438","19,716","41,170",3.02,3.45,5.95,12.42,61,97,26.49
10/17/16 3:00,"11,220","11,082","20,335","42,637",3.39,3.34,6.14,12.87,61,98,26.62
10/17/16 4:00,"10,036","10,417","19,379","39,833",3.03,3.14,5.85,12.02,61,98,26.62
10/17/16 5:00,"11,977","11,422","22,102","45,501",3.61,3.45,6.67,13.73,61,98,26.62
10/17/16 6:00,"13,864","13,080","24,367","51,312",4.18,3.95,7.35,15.49,60,98,25.96
10/17/16 7:00,"14,237","15,891","27,831","57,960",4.3,4.8,8.4,17.49,60,98,25.96
10/17/16 8:00,"16,001","14,906","26,860","57,767",4.83,4.5,8.11,17.43,60,98,25.96
10/17/16 9:00,"14,654","15,176","27,712","57,543",4.42,4.58,8.36,17.37,61,97,26.49
10/17/16 10:00,"14,397","13,852","24,926","53,175",4.34,4.18,7.52,16.05,62,96,27.03
10/17/16 11:00,"15,888","13,738","24,472","54,098",4.79,4.15,7.39,16.33,63,95,27.57
10/17/16 12:00,"12,750","13,236","24,258","50,244",3.85,3.99,7.32,15.16,64,95,28.26
10/17/16 13:00,"13,063","10,707","24,286","48,056",3.94,3.23,7.33,14.5,65,94,28.82
10/17/16 14:00,"12,400","10,556","22,443","45,399",3.74,3.19,6.77,13.7,66,85,28.19
10/17/16 15:00,"11,120","10,108","22,864","44,092",3.36,3.05,6.9,13.31,68,85,29.58
10/17/16 16:00,"11,232","9,647","22,536","43,414",3.39,2.91,6.8,13.1,69,81,29.63
10/17/16 17:00,"10,630","11,368","23,852","45,849",3.21,3.43,7.2,13.84,70,82,30.51
10/17/16 18:00,"10,878","10,744","22,700","44,322",3.28,3.24,6.85,13.38,69,83,29.96
10/17/16 19:00,"10,088","13,511","23,029","46,628",3.04,4.08,6.95,14.07,67,89,29.5
10/17/16 20:00,"10,384","10,645","21,934","42,963",3.13,3.21,6.62,12.97,65,91,28.39
10/17/16 21:00,"10,191","10,786","22,682","43,659",3.08,3.25,6.85,13.18,64,92,27.84
10/17/16 22:00,"9,821","10,198","20,014","40,034",2.96,3.08,6.04,12.08,65,90,28.24
10/17/16 23:00,"10,617","10,097","20,092","40,806",3.2,3.05,6.06,12.31,65,91,28.39
10/18/16 0:00,"9,809","9,851","19,789","39,449",2.96,2.97,5.97,11.91,65,91,28.39
10/18/16 1:00,"9,060","9,284","19,255","37,599",2.73,2.8,5.81,11.35,66,90,28.94
10/18/16 2:00,"10,207","8,787","19,724","38,718",3.08,2.65,5.95,11.68,65,90,28.24
10/18/16 3:00,"9,921","9,791","17,930","37,643",2.99,2.95,5.41,11.36,64,91,27.7
10/18/16 4:00,"9,701","9,671","19,733","39,104",2.93,2.92,5.96,11.8,64,89,27.42
10/18/16 5:00,"11,713","11,297","23,179","46,189",3.53,3.41,7,13.94,63,91,27.03
10/18/16 6:00,"12,040","10,075","22,718","44,833",3.63,3.04,6.86,13.53,62,88,25.98
10/18/16 7:00,"15,337","11,048","24,817","51,202",4.63,3.33,7.49,15.45,63,83,25.95
10/18/16 8:00,"13,884","11,003","26,252","51,138",4.19,3.32,7.92,15.43,63,85,26.22
10/18/16 9:00,"13,830","14,298","25,555","53,684",4.17,4.32,7.71,16.2,64,81,26.3
10/18/16 10:00,"12,802","10,236","23,457","46,494",3.86,3.09,7.08,14.03,68,71,27.33
10/18/16 11:00,"11,419","9,697","21,794","42,910",3.45,2.93,6.58,12.95,73,63,29.15
10/18/16 12:00,"12,070","7,874","21,024","40,968",3.64,2.38,6.34,12.36,76,58,30.13
10/18/16 13:00,"10,918","8,757","19,814","39,489",3.3,2.64,5.98,11.92,78,51,29.91
10/18/16 14:00,"9,491","8,632","20,374","38,497",2.86,2.61,6.15,11.62,79,51,30.56
10/18/16 15:00,"9,337","6,906","18,728","34,972",2.82,2.08,5.65,10.55,80,49,30.74
10/18/16 16:00,"8,914","8,156","19,636","36,706",2.69,2.46,5.93,11.08,81,53,32.39
10/18/16 17:00,"9,421","8,152","19,728","37,301",2.84,2.46,5.95,11.26,79,56,31.72
10/18/16 18:00,"9,218","8,568","20,373","38,159",2.78,2.59,6.15,11.52,78,50,29.69
10/18/16 19:00,"8,565","8,814","20,459","37,838",2.58,2.66,6.17,11.42,78,52,30.14
10/18/16 20:00,"8,438","9,377","20,099","37,914",2.55,2.83,6.07,11.44,77,53,29.72
10/18/16 21:00,"8,734","9,678","19,985","38,396",2.64,2.92,6.03,11.59,77,56,30.37
10/18/16 22:00,"7,509","9,191","19,010","35,710",2.27,2.77,5.74,10.78,76,60,30.55
10/18/16 23:00,"9,228","8,872","18,892","36,992",2.78,2.68,5.7,11.16,76,61,30.76
10/19/16 0:00,"8,705","8,799","19,341","36,845",2.63,2.66,5.84,11.12,69,94,31.81
10/19/16 1:00,"9,313","9,225","19,320","37,858",2.81,2.78,5.83,11.43,65,96,29.12
10/19/16 2:00,"10,015","11,001","17,617","38,633",3.02,3.32,5.32,11.66,65,96,29.12
10/19/16 3:00,"9,648","10,676","19,099","39,424",2.91,3.22,5.76,11.9,64,97,28.54
10/19/16 4:00,"11,136","10,530","18,194","39,859",3.36,3.18,5.49,12.03,62,94,26.77
10/19/16 5:00,"11,168","12,008","22,364","45,539",3.37,3.62,6.75,13.74,62,96,27.03
10/19/16 6:00,"13,664","12,678","24,169","50,511",4.12,3.83,7.29,15.24,61,98,26.62
10/19/16 7:00,"14,921","14,111","25,491","54,524",4.5,4.26,7.69,16.45,60,95,25.59
10/19/16 8:00,"15,431","16,086","27,171","58,687",4.66,4.85,8.2,17.71,59,95,24.96
10/19/16 9:00,"16,169","18,037","28,374","62,581",4.88,5.44,8.56,18.89,58,93,24.12
10/19/16 10:00,"15,644","17,218","27,390","60,251",4.72,5.2,8.27,18.18,57,88,22.97
10/19/16 11:00,"15,189","16,304","25,652","57,146",4.58,4.92,7.74,17.25,57,84,22.53
10/19/16 12:00,"13,585","14,962","25,667","54,213",4.1,4.52,7.75,16.36,58,78,22.42
10/19/16 13:00,"13,582","13,555","23,572","50,709",4.1,4.09,7.11,15.3,60,73,22.92
10/19/16 14:00,"12,904","12,846","24,222","49,972",3.89,3.88,7.31,15.08,62,65,23
10/19/16 15:00,"10,983","11,108","21,990","44,080",3.31,3.35,6.64,13.3,64,60,23.39
10/19/16 16:00,"11,157","11,198","22,322","44,677",3.37,3.38,6.74,13.48,65,63,24.35
10/19/16 17:00,"11,596","10,271","22,198","44,065",3.5,3.1,6.7,13.3,66,61,24.61
10/19/16 18:00,"10,546","13,182","24,290","48,018",3.18,3.98,7.33,14.49,64,66,24.22
10/19/16 19:00,"12,697","18,442","27,784","58,923",3.83,5.57,8.39,17.78,59,86,23.9
10/19/16 20:00,"12,931","18,126","30,342","61,399",3.9,5.47,9.16,18.53,52,93,20.72
10/19/16 21:00,"15,594","18,051","31,090","64,736",4.71,5.45,9.38,19.54,50,96,19.93
10/19/16 22:00,"14,094","20,619","30,431","65,144",4.25,6.22,9.18,19.66,49,97,19.49
10/19/16 23:00,"17,496","22,919","30,803","71,218",5.28,6.92,9.3,21.49,47,97,18.48
10/20/16 0:00,"15,745","22,675","29,215","67,636",4.75,6.84,8.82,20.41,46,98,18.07
10/20/16 1:00,"17,144","22,058","31,830","71,032",5.17,6.66,9.61,21.44,46,98,18.07
10/20/16 2:00,"17,132","18,667","30,258","66,057",5.17,5.63,9.13,19.94,45,99,17.65
10/20/16 3:00,"16,337","18,466","29,200","64,003",4.93,5.57,8.81,19.32,46,99,18.14
10/20/16 4:00,"16,369","18,856","28,547","63,772",4.94,5.69,8.62,19.25,47,99,18.64
10/20/16 5:00,"16,369","19,473","31,446","67,288",4.94,5.88,9.49,20.31,48,98,19.06
10/20/16 6:00,"18,335","20,148","32,381","70,864",5.53,6.08,9.77,21.39,48,99,19.14
10/20/16 7:00,"19,324","22,693","34,933","76,950",5.83,6.85,10.54,23.22,49,98,19.58
10/20/16 8:00,"18,115","24,202","34,238","76,555",5.47,7.3,10.33,23.1,50,96,19.93
10/20/16 9:00,"17,541","24,723","35,147","77,410",5.29,7.46,10.61,23.36,51,97,20.54
10/20/16 10:00,"17,936","22,262","33,434","73,631",5.41,6.72,10.09,22.22,52,97,21.08
10/20/16 11:00,"17,446","21,196","30,517","69,159",5.27,6.4,9.21,20.87,54,97,22.2
10/20/16 12:00,"16,837","18,405","29,910","65,152",5.08,5.55,9.03,19.66,54,98,22.3
10/20/16 13:00,"15,763","16,573","28,121","60,457",4.76,5,8.49,18.25,55,93,22.36
10/20/16 14:00,"14,144","14,448","25,517","54,109",4.27,4.36,7.7,16.33,58,89,23.66
10/20/16 15:00,"13,049","15,151","26,773","54,973",3.94,4.57,8.08,16.59,59,86,23.9
10/20/16 16:00,"11,779","13,964","24,226","49,969",3.55,4.21,7.31,15.08,61,85,24.97
10/20/16 17:00,"13,545","12,935","23,658","50,138",4.09,3.9,7.14,15.13,62,86,25.72
10/20/16 18:00,"10,781","14,673","25,217","50,670",3.25,4.43,7.61,15.29,62,88,25.98
10/20/16 19:00,"10,737","14,866","23,740","49,343",3.24,4.49,7.16,14.89,62,88,25.98
10/20/16 20:00,"11,850","14,132","25,533","51,515",3.58,4.26,7.71,15.55,63,87,26.49
10/20/16 21:00,"10,715","14,450","23,222","48,387",3.23,4.36,7.01,14.6,62,94,26.77
10/20/16 22:00,"14,621","20,541","30,463","65,624",4.41,6.2,9.19,19.8,60,97,25.84
10/20/16 23:00,"13,269","18,215","26,813","58,298",4,5.5,8.09,17.59,55,98,22.88
10/21/16 0:00,"13,719","18,886","28,959","61,564",4.14,5.7,8.74,18.58,55,99,22.98
10/21/16 1:00,"12,429","21,234","27,899","61,562",3.75,6.41,8.42,18.58,53,100,21.92
10/21/16 2:00,"13,559","19,529","27,805","60,893",4.09,5.89,8.39,18.38,53,100,21.92
10/21/16 3:00,"13,809","19,447","24,818","58,074",4.17,5.87,7.49,17.53,53,100,21.92
10/21/16 4:00,"14,279","18,817","26,850","59,946",4.31,5.68,8.1,18.09,52,100,21.36
10/21/16 5:00,"15,817","19,388","29,026","64,231",4.77,5.85,8.76,19.38,53,100,21.92
10/21/16 6:00,"19,134","22,466","31,576","73,176",5.77,6.78,9.53,22.08,53,100,21.92
10/21/16 7:00,"20,399","22,279","36,332","79,009",6.16,6.72,10.96,23.84,52,99,21.27
10/21/16 8:00,"19,885","26,616","36,602","83,103",6,8.03,11.05,25.08,51,99,20.72
10/21/16 9:00,"21,257","28,162","40,936","90,355",6.42,8.5,12.35,27.27,51,99,20.72
10/21/16 10:00,"20,652","25,633","36,980","83,265",6.23,7.74,11.16,25.13,50,99,20.19
10/21/16 11:00,"20,680","26,083","37,699","84,462",6.24,7.87,11.38,25.49,50,99,20.19
10/21/16 12:00,"19,248","26,352","37,656","83,257",5.81,7.95,11.36,25.13,50,99,20.19
10/21/16 13:00,"20,233","27,185","39,006","86,424",6.11,8.2,11.77,26.08,49,99,19.66
10/21/16 14:00,"19,667","27,783","40,435","87,884",5.94,8.38,12.2,26.52,49,99,19.66
10/21/16 15:00,"19,661","27,457","40,166","87,284",5.93,8.29,12.12,26.34,48,99,19.14
10/21/16 16:00,"20,745","27,658","41,430","89,833",6.26,8.35,12.5,27.11,48,98,19.06
10/21/16 17:00,"20,260","29,571","40,775","90,605",6.11,8.92,12.31,27.34,48,98,19.06
10/21/16 18:00,"20,279","27,461","42,767","90,508",6.12,8.29,12.91,27.31,48,98,19.06
10/21/16 19:00,"19,208","27,910","41,261","88,379",5.8,8.42,12.45,26.67,48,98,19.06
10/21/16 20:00,"18,008","25,595","41,423","85,026",5.43,7.72,12.5,25.66,47,97,18.48
10/21/16 21:00,"18,811","26,231","39,468","84,510",5.68,7.92,11.91,25.5,47,99,18.64
10/21/16 22:00,"19,236","26,769","39,936","85,941",5.81,8.08,12.05,25.94,46,98,18.07
10/21/16 23:00,"20,212","27,227","41,543","88,982",6.1,8.22,12.54,26.85,46,97,17.99
10/22/16 0:00,"19,712","28,497","38,826","87,034",5.95,8.6,11.72,26.27,45,99,17.65
10/22/16 1:00,"19,751","27,434","37,515","84,701",5.96,8.28,11.32,25.56,44,99,17.17
10/22/16 2:00,"21,198","26,794","40,157","88,149",6.4,8.09,12.12,26.6,43,98,16.63
10/22/16 3:00,"20,457","27,117","37,433","85,007",6.17,8.18,11.3,25.65,42,100,16.3
10/22/16 4:00,"22,916","27,696","44,817","95,429",6.92,8.36,13.53,28.8,42,99,16.24
10/22/16 5:00,"23,514","29,529","43,720","96,763",7.1,8.91,13.19,29.2,41,98,15.72
10/22/16 6:00,"24,255","31,475","51,277","107,007",7.32,9.5,15.47,32.29,40,98,15.28
10/22/16 7:00,"25,421","32,471","49,565","107,458",7.67,9.8,14.96,32.43,40,98,15.28
