Date & Hour,"Total
Type A
Buildings lbs steam "," Total
Type B
Buildings lbs steam  "," Total 
Type C
Buildings lbs steam ", Steam Totals lbs steam ,Type A MWth,Type B MWth,Type C MWth,Steam Totals MWth,Outside Air Temp deg F,Outside Air Relative Humidity %,Outside Air Enthalpy BTU/lb
2001/1/17 00:00,"30,325","38,747","50,801","119,873",9.15,11.69,15.33,36.18,37,81,13.1
2001/1/17 01:00,"29,128","37,121","50,424","116,672",8.79,11.2,15.22,35.21,37,80,13
2001/1/17 02:00,"31,051","39,934","53,812","124,797",9.37,12.05,16.24,37.66,38,81,13.5
2001/1/17 03:00,"32,878","39,733","55,240","127,851",9.92,11.99,16.67,38.58,36,84,12.8
2001/1/17 04:00,"33,528","43,084","57,181","133,793",10.12,13,17.26,40.38,35,61,11.3
2001/1/17 05:00,"36,294","43,683","60,391","140,368",10.95,13.18,18.23,42.36,35,62,11.4
2001/1/17 06:00,"38,605","45,870","67,833","152,307",11.65,13.84,20.47,45.96,33,60,10.6
2001/1/17 07:00,"38,783","48,460","69,361","156,605",11.7,14.62,20.93,47.26,31,63,10.1
2001/1/17 08:00,"38,670","50,887","68,294","157,851",11.67,15.36,20.61,47.64,31,62,10
2001/1/17 09:00,"36,698","47,987","66,051","150,737",11.08,14.48,19.93,45.49,31,65,10.1
2001/1/17 10:00,"35,049","41,401","60,721","137,170",10.58,12.49,18.32,41.4,32,61,10.3
2001/1/17 11:00,"32,368","39,234","56,044","127,645",9.77,11.84,16.91,38.52,34,58,10.8
2001/1/17 12:00,"33,729","37,645","57,077","128,452",10.18,11.36,17.23,38.77,34,56,10.7
2001/1/17 13:00,"31,945","39,265","54,879","126,089",9.64,11.85,16.56,38.05,35,54,11
2001/1/17 14:00,"32,101","37,888","53,802","123,791",9.69,11.43,16.24,37.36,36,51,11.2
2001/1/17 15:00,"30,764","37,386","53,168","121,318",9.28,11.28,16.05,36.61,38,47,11.6
2001/1/17 16:00,"31,365","37,717","54,310","123,391",9.47,11.38,16.39,37.24,39,48,12
2001/1/17 17:00,"32,998","40,984","59,622","133,604",9.96,12.37,17.99,40.32,36,62,11.7
2001/1/17 18:00,"36,168","45,861","67,226","149,255",10.92,13.84,20.29,45.04,30,71,10
2001/1/17 19:00,"36,534","46,370","66,235","149,140",11.03,13.99,19.99,45.01,27,76,9.2
2001/1/17 20:00,"37,893","47,281","68,759","153,934",11.44,14.27,20.75,46.46,26,76,8.9
2001/1/17 21:00,"37,944","47,963","67,880","153,786",11.45,14.47,20.49,46.41,25,79,8.7
2001/1/17 22:00,"37,303","47,861","67,117","152,281",11.26,14.44,20.26,45.96,24,81,8.4
2001/1/17 23:00,"36,786","48,103","64,996","149,885",11.1,14.52,19.62,45.23,23,83,8.1
2001/2/17 00:00,"36,669","46,877","63,678","147,224",11.07,14.15,19.22,44.43,23,86,8.2
2001/2/17 01:00,"37,474","47,586","65,908","150,968",11.31,14.36,19.89,45.56,23,78,8
2001/2/17 02:00,"38,508","47,332","66,168","152,008",11.62,14.28,19.97,45.87,26,81,9.1
2001/2/17 03:00,"41,721","46,188","70,881","158,790",12.59,13.94,21.39,47.92,24,83,8.5
2001/2/17 04:00,"42,756","48,774","73,556","165,086",12.9,14.72,22.2,49.82,22,83,7.8
2001/2/17 05:00,"44,429","50,810","74,676","169,916",13.41,15.33,22.54,51.28,22,84,7.8
2001/2/17 06:00,"44,500","52,996","76,653","174,150",13.43,15.99,23.13,52.56,22,83,7.8
2001/2/17 07:00,"42,196","54,129","78,834","175,160",12.73,16.34,23.79,52.86,22,76,7.6
2001/2/17 08:00,"38,253","48,868","68,429","155,550",11.54,14.75,20.65,46.94,29,67,9.6
2001/2/17 09:00,"37,419","47,816","65,793","151,028",11.29,14.43,19.86,45.58,32,67,10.6
2001/2/17 10:00,"37,255","45,879","63,484","146,618",11.24,13.85,19.16,44.25,34,61,11
2001/2/17 11:00,"37,362","47,231","64,556","149,149",11.28,14.25,19.48,45.01,35,63,11.4
2001/2/17 12:00,"36,185","45,027","63,978","145,189",10.92,13.59,19.31,43.82,35,70,11.8
2001/2/17 13:00,"35,063","44,095","60,000","139,158",10.58,13.31,18.11,42,36,72,12.2
2001/2/17 14:00,"34,224","44,076","59,121","137,421",10.33,13.3,17.84,41.47,37,74,12.7
2001/2/17 15:00,"35,254","43,783","60,547","139,585",10.64,13.21,18.27,42.13,37,81,13.1
2001/2/17 16:00,"35,146","45,710","62,909","143,765",10.61,13.79,18.99,43.39,36,90,13.1
2001/2/17 17:00,"35,096","44,922","60,507","140,525",10.59,13.56,18.26,42.41,35,92,12.8
2001/2/17 18:00,"34,467","45,769","60,913","141,149",10.4,13.81,18.38,42.6,35,93,12.9
2001/2/17 19:00,"34,254","44,256","61,465","139,975",10.34,13.36,18.55,42.24,35,95,13
2001/2/17 20:00,"33,371","43,490","60,963","137,824",10.07,13.12,18.4,41.59,34,93,12.5
2001/2/17 21:00,"32,707","43,236","58,889","134,832",9.87,13.05,17.77,40.69,34,92,12.5
2001/2/17 22:00,"32,599","42,687","56,229","131,515",9.84,12.88,16.97,39.69,34,91,12.4
2001/2/17 23:00,"32,257","43,587","57,021","132,865",9.73,13.15,17.21,40.1,34,91,12.4
2001/3/17 00:00,"33,009","44,407","58,666","136,082",9.96,13.4,17.7,41.07,34,93,12.5
2001/3/17 01:00,"32,565","42,385","56,548","131,498",9.83,12.79,17.07,39.68,34,94,12.6
2001/3/17 02:00,"32,158","40,647","54,121","126,926",9.71,12.27,16.33,38.3,35,93,12.9
2001/3/17 03:00,"33,195","40,151","57,167","130,513",10.02,12.12,17.25,39.39,35,93,12.9
2001/3/17 04:00,"33,367","41,221","59,391","133,979",10.07,12.44,17.92,40.43,35,94,12.9
2001/3/17 05:00,"35,896","43,481","60,497","139,875",10.83,13.12,18.26,42.21,35,93,12.9
2001/3/17 06:00,"38,375","45,639","63,091","147,105",11.58,13.77,19.04,44.39,35,92,12.8
2001/3/17 07:00,"38,386","47,313","65,149","150,848",11.58,14.28,19.66,45.52,35,93,12.9
2001/3/17 08:00,"39,573","49,272","65,384","154,229",11.94,14.87,19.73,46.54,35,94,12.9
2001/3/17 09:00,"37,847","47,330","64,398","149,575",11.42,14.28,19.43,45.14,36,92,13.3
2001/3/17 10:00,"36,608","45,288","61,626","143,522",11.05,13.67,18.6,43.31,37,89,13.5
2001/3/17 11:00,"35,796","43,371","56,506","135,673",10.8,13.09,17.05,40.94,38,87,13.8
2001/3/17 12:00,"35,088","42,025","57,339","134,452",10.59,12.68,17.3,40.58,38,89,13.9
2001/3/17 13:00,"34,712","42,381","56,926","134,019",10.48,12.79,17.18,40.45,38,93,14.1
2001/3/17 14:00,"35,835","43,269","58,661","137,765",10.81,13.06,17.7,41.58,38,93,14.1
2001/3/17 15:00,"35,192","42,145","58,130","135,467",10.62,12.72,17.54,40.88,38,95,14.2
2001/3/17 16:00,"34,075","43,539","60,780","138,393",10.28,13.14,18.34,41.77,37,95,13.8
2001/3/17 17:00,"34,372","45,390","59,699","139,461",10.37,13.7,18.02,42.09,37,95,13.8
2001/3/17 18:00,"32,604","41,741","58,108","132,453",9.84,12.6,17.54,39.97,37,94,13.8
2001/3/17 19:00,"31,696","40,679","57,661","130,035",9.57,12.28,17.4,39.24,37,95,13.8
2001/3/17 20:00,"30,781","40,004","56,548","127,333",9.29,12.07,17.07,38.43,37,95,13.8
2001/3/17 21:00,"29,777","41,076","56,907","127,760",8.99,12.4,17.17,38.56,37,96,13.9
2001/3/17 22:00,"30,953","41,823","53,770","126,546",9.34,12.62,16.23,38.19,36,96,13.5
2001/3/17 23:00,"28,666","40,015","53,747","122,427",8.65,12.08,16.22,36.95,36,96,13.5
2001/4/17 00:00,"28,982","38,011","50,639","117,632",8.75,11.47,15.28,35.5,36,96,13.5
2001/4/17 01:00,"29,367","36,755","49,409","115,531",8.86,11.09,14.91,34.87,37,96,13.9
2001/4/17 02:00,"29,150","37,861","52,799","119,810",8.8,11.43,15.93,36.16,37,97,13.9
2001/4/17 03:00,"28,251","37,252","49,562","115,064",8.53,11.24,14.96,34.73,37,96,13.9
2001/4/17 04:00,"29,013","38,399","49,692","117,104",8.76,11.59,15,35.34,38,97,14.3
2001/4/17 05:00,"32,057","39,951","55,013","127,021",9.67,12.06,16.6,38.33,38,97,14.3
2001/4/17 06:00,"31,340","39,192","55,155","125,687",9.46,11.83,16.65,37.93,39,95,14.7
2001/4/17 07:00,"33,079","42,099","58,428","133,606",9.98,12.7,17.63,40.32,40,91,14.9
2001/4/17 08:00,"35,490","43,896","58,152","137,538",10.71,13.25,17.55,41.51,40,86,14.6
2001/4/17 09:00,"34,694","43,792","61,232","139,718",10.47,13.22,18.48,42.17,40,80,14.2
2001/4/17 10:00,"36,236","44,300","60,561","141,098",10.94,13.37,18.28,42.58,39,78,13.7
2001/4/17 11:00,"35,040","42,972","60,772","138,784",10.57,12.97,18.34,41.88,39,79,13.7
2001/4/17 12:00,"37,117","44,665","64,484","146,267",11.2,13.48,19.46,44.14,37,89,13.5
2001/4/17 13:00,"35,616","39,603","61,658","136,877",10.75,11.95,18.61,41.31,37,73,12.6
2001/4/17 14:00,"35,061","39,815","58,894","133,771",10.58,12.02,17.77,40.37,38,56,12.1
2001/4/17 15:00,"40,263","42,403","64,403","147,069",12.15,12.8,19.44,44.38,35,47,10.6
2001/4/17 16:00,"43,249","47,958","69,242","160,448",13.05,14.47,20.9,48.42,33,45,9.9
2001/4/17 17:00,"45,618","51,282","74,118","171,018",13.77,15.48,22.37,51.61,30,52,9.3
2001/4/17 18:00,"45,824","50,553","75,651","172,027",13.83,15.26,22.83,51.92,28,57,8.8
2001/4/17 19:00,"44,068","48,303","74,714","167,085",13.3,14.58,22.55,50.42,27,54,8.4
2001/4/17 20:00,"45,245","48,866","75,797","169,908",13.65,14.75,22.87,51.28,26,63,8.4
2001/4/17 21:00,"44,753","48,831","72,706","166,289",13.51,14.74,21.94,50.18,25,54,7.8
2001/4/17 22:00,"44,597","50,611","73,932","169,141",13.46,15.27,22.31,51.04,24,54,7.5
2001/4/17 23:00,"47,109","53,066","78,991","179,166",14.22,16.01,23.84,54.07,23,77,7.9
2001/5/17 00:00,"48,515","52,345","76,376","177,236",14.64,15.8,23.05,53.49,20,63,6.6
2001/5/17 01:00,"49,016","49,494","75,189","173,699",14.79,14.94,22.69,52.42,19,65,6.3
2001/5/17 02:00,"48,725","49,735","77,671","176,131",14.7,15.01,23.44,53.15,19,69,6.4
2001/5/17 03:00,"50,152","50,225","78,659","179,036",15.14,15.16,23.74,54.03,19,88,7
2001/5/17 04:00,"51,658","54,426","82,473","188,557",15.59,16.43,24.89,56.9,18,94,6.8
2001/5/17 05:00,"54,142","57,950","86,391","198,483",16.34,17.49,26.07,59.9,18,80,6.4
2001/5/17 06:00,"56,311","60,675","92,026","209,012",16.99,18.31,27.77,63.08,18,68,6.1
2001/5/17 07:00,"55,564","62,981","95,387","213,932",16.77,19.01,28.79,64.56,18,67,6.1
2001/5/17 08:00,"56,644","67,944","95,990","220,578",17.09,20.5,28.97,66.57,17,69,5.8
2001/5/17 09:00,"55,965","65,824","91,361","213,150",16.89,19.86,27.57,64.33,17,69,5.8
2001/5/17 10:00,"52,832","60,386","88,817","202,036",15.94,18.22,26.8,60.97,19,69,6.4
2001/5/17 11:00,"52,231","57,955","88,169","198,356",15.76,17.49,26.61,59.86,20,67,6.7
2001/5/17 12:00,"49,959","54,963","85,018","189,941",15.08,16.59,25.66,57.32,22,65,7.2
2001/5/17 13:00,"49,911","55,993","84,359","190,264",15.06,16.9,25.46,57.42,23,56,7.3
2001/5/17 14:00,"49,024","57,609","83,966","190,599",14.8,17.39,25.34,57.52,24,56,7.6
2001/5/17 15:00,"47,613","56,285","85,304","189,202",14.37,16.99,25.74,57.1,24,58,7.6
2001/5/17 16:00,"47,754","58,194","82,931","188,879",14.41,17.56,25.03,57,24,59,7.7
2001/5/17 17:00,"48,325","57,659","84,652","190,637",14.58,17.4,25.55,57.53,24,62,7.8
2001/5/17 18:00,"46,826","56,026","83,462","186,315",14.13,16.91,25.19,56.23,23,69,7.7
2001/5/17 19:00,"45,938","57,318","84,535","187,790",13.86,17.3,25.51,56.67,22,83,7.8
2001/5/17 20:00,"45,753","57,163","83,685","186,600",13.81,17.25,25.26,56.31,21,88,7.6
2001/5/17 21:00,"45,734","56,137","82,413","184,284",13.8,16.94,24.87,55.61,21,93,7.8
2001/5/17 22:00,"45,988","55,241","79,886","181,116",13.88,16.67,24.11,54.66,20,95,7.5
2001/5/17 23:00,"44,513","54,827","79,446","178,786",13.43,16.55,23.98,53.96,20,93,7.4
2001/6/17 00:00,"45,760","55,195","79,732","180,687",13.81,16.66,24.06,54.53,19,91,7
2001/6/17 01:00,"45,571","55,152","78,986","179,709",13.75,16.64,23.84,54.23,19,88,7
2001/6/17 02:00,"46,577","53,625","79,155","179,357",14.06,16.18,23.89,54.13,18,94,6.8
2001/6/17 03:00,"49,166","53,829","82,375","185,370",14.84,16.24,24.86,55.94,18,90,6.7
2001/6/17 04:00,"51,772","58,055","90,064","199,890",15.62,17.52,27.18,60.32,17,86,6.3
2001/6/17 05:00,"55,343","62,647","93,308","211,298",16.7,18.91,28.16,63.77,16,74,5.6
2001/6/17 06:00,"59,356","66,288","96,078","221,722",17.91,20.01,29,66.91,15,76,5.4
2001/6/17 07:00,"61,607","68,345","102,158","232,110",18.59,20.63,30.83,70.05,14,75,5.1
2001/6/17 08:00,"62,064","70,648","105,514","238,227",18.73,21.32,31.84,71.89,12,78,4.5
2001/6/17 09:00,"60,419","66,517","97,489","224,424",18.23,20.07,29.42,67.73,11,74,4.2
2001/6/17 10:00,"58,117","62,774","93,680","214,570",17.54,18.94,28.27,64.76,14,69,4.9
2001/6/17 11:00,"56,667","60,386","88,841","205,894",17.1,18.22,26.81,62.14,16,62,5.3
2001/6/17 12:00,"56,033","58,593","90,773","205,398",16.91,17.68,27.39,61.99,16,60,5.3
2001/6/17 13:00,"54,415","59,780","90,772","204,966",16.42,18.04,27.39,61.86,17,59,5.6
2001/6/17 14:00,"53,798","59,683","93,775","207,256",16.24,18.01,28.3,62.55,18,56,5.8
2001/6/17 15:00,"53,885","61,672","90,073","205,630",16.26,18.61,27.18,62.06,18,57,5.8
2001/6/17 16:00,"54,637","63,407","91,450","209,494",16.49,19.14,27.6,63.22,17,58,5.5
2001/6/17 17:00,"54,906","62,684","92,312","209,901",16.57,18.92,27.86,63.35,17,59,5.6
2001/6/17 18:00,"52,921","61,246","93,399","207,565",15.97,18.48,28.19,62.64,17,66,5.7
2001/6/17 19:00,"50,179","58,972","89,844","198,996",15.14,17.8,27.11,60.05,13,76,4.8
2001/6/17 20:00,"50,686","61,553","90,889","203,129",15.3,18.58,27.43,61.3,13,77,4.8
2001/6/17 21:00,"53,894","64,135","93,443","211,472",16.26,19.36,28.2,63.82,10,83,4
2001/6/17 22:00,"57,651","64,868","97,276","219,794",17.4,19.58,29.36,66.33,7,85,3.2
2001/6/17 23:00,"57,898","63,919","96,370","218,188",17.47,19.29,29.08,65.85,5,87,2.6
2001/7/17 00:00,"56,527","62,430","92,873","211,830",17.06,18.84,28.03,63.93,5,87,2.6
2001/7/17 01:00,"57,012","62,993","95,921","215,926",17.21,19.01,28.95,65.16,5,88,2.7
2001/7/17 02:00,"56,326","62,674","94,465","213,465",17,18.91,28.51,64.42,7,88,3.2
2001/7/17 03:00,"58,923","61,896","95,308","216,127",17.78,18.68,28.76,65.22,8,87,3.5
2001/7/17 04:00,"58,235","62,402","99,842","220,479",17.57,18.83,30.13,66.54,7,87,3.2
2001/7/17 05:00,"61,027","63,608","100,199","224,834",18.42,19.2,30.24,67.85,6,88,3
2001/7/17 06:00,"62,330","67,698","106,017","236,045",18.81,20.43,31.99,71.24,5,87,2.6
2001/7/17 07:00,"62,816","72,995","111,422","247,232",18.96,22.03,33.63,74.61,3,88,2.1
2001/7/17 08:00,"64,344","74,787","111,198","250,330",19.42,22.57,33.56,75.55,3,87,2.1
2001/7/17 09:00,"59,778","67,467","103,196","230,442",18.04,20.36,31.14,69.55,5,88,2.7
2001/7/17 10:00,"54,865","61,690","94,098","210,653",16.56,18.62,28.4,63.57,10,77,3.9
2001/7/17 11:00,"53,725","59,027","92,531","205,283",16.21,17.81,27.92,61.95,15,65,5.1
2001/7/17 12:00,"52,922","60,373","90,119","203,414",15.97,18.22,27.2,61.39,16,65,5.4
2001/7/17 13:00,"51,260","57,159","88,976","197,394",15.47,17.25,26.85,59.57,17,63,5.7
2001/7/17 14:00,"49,135","54,377","83,951","187,463",14.83,16.41,25.34,56.57,18,62,5.9
2001/7/17 15:00,"48,994","55,654","84,303","188,950",14.79,16.8,25.44,57.02,19,63,6.3
2001/7/17 16:00,"49,892","59,361","90,296","199,550",15.06,17.91,27.25,60.22,18,63,6
2001/7/17 17:00,"50,755","61,922","94,358","207,036",15.32,18.69,28.48,62.48,17,65,5.7
2001/7/17 18:00,"51,269","62,680","92,934","206,883",15.47,18.92,28.05,62.44,17,66,5.7
2001/7/17 19:00,"51,455","62,758","92,607","206,821",15.53,18.94,27.95,62.42,17,64,5.7
2001/7/17 20:00,"51,699","61,792","93,982","207,473",15.6,18.65,28.36,62.61,16,66,5.4
2001/7/17 21:00,"52,008","61,890","91,174","205,072",15.7,18.68,27.52,61.89,15,68,5.2
2001/7/17 22:00,"53,977","64,392","92,436","210,805",16.29,19.43,27.9,63.62,14,71,5
2001/7/17 23:00,"55,442","66,237","94,912","216,592",16.73,19.99,28.64,65.37,12,72,4.4
2001/8/17 00:00,"55,315","65,251","93,418","213,985",16.69,19.69,28.19,64.58,12,70,4.4
2001/8/17 01:00,"55,683","62,266","93,690","211,639",16.8,18.79,28.27,63.87,11,69,4
2001/8/17 02:00,"57,659","63,603","99,321","220,583",17.4,19.19,29.97,66.57,10,65,3.7
2001/8/17 03:00,"60,211","64,139","99,756","224,106",18.17,19.36,30.11,67.63,9,68,3.5
2001/8/17 04:00,"60,061","65,329","101,121","226,510",18.13,19.72,30.52,68.36,8,75,3.3
2001/8/17 05:00,"60,632","66,924","103,908","231,464",18.3,20.2,31.36,69.85,8,76,3.3
2001/8/17 06:00,"61,097","66,932","104,850","232,879",18.44,20.2,31.64,70.28,8,74,3.3
2001/8/17 07:00,"61,351","70,356","108,599","240,306",18.52,21.23,32.77,72.52,8,73,3.3
2001/8/17 08:00,"60,593","73,166","109,661","243,420",18.29,22.08,33.09,73.46,8,74,3.3
2001/8/17 09:00,"59,138","71,772","104,053","234,963",17.85,21.66,31.4,70.91,9,78,3.6
2001/8/17 10:00,"55,501","67,992","97,388","220,881",16.75,20.52,29.39,66.66,12,88,4.8
2001/8/17 11:00,"52,023","63,468","94,575","210,066",15.7,19.15,28.54,63.4,15,55,4.9
2001/8/17 12:00,"53,307","62,513","96,929","212,749",16.09,18.87,29.25,64.21,16,51,5.1
2001/8/17 13:00,"53,123","64,468","96,774","214,365",16.03,19.46,29.21,64.69,16,52,5.1
2001/8/17 14:00,"52,833","63,137","93,681","209,651",15.94,19.05,28.27,63.27,16,55,5.2
2001/8/17 15:00,"55,825","67,959","101,159","224,943",16.85,20.51,30.53,67.89,15,72,5.3
2001/8/17 16:00,"56,019","66,984","102,158","225,161",16.91,20.22,30.83,67.95,14,68,4.9
2001/8/17 17:00,"59,642","69,103","104,700","233,445",18,20.85,31.6,70.45,13,67,4.6
2001/8/17 18:00,"60,036","70,710","106,761","237,507",18.12,21.34,32.22,71.68,12,73,4.4
2001/8/17 19:00,"57,999","70,808","106,890","235,696",17.5,21.37,32.26,71.13,11,70,4.1
2001/8/17 20:00,"58,860","70,123","103,537","232,519",17.76,21.16,31.25,70.17,11,71,4.1
2001/8/17 21:00,"58,999","70,016","104,062","233,077",17.81,21.13,31.4,70.34,10,72,3.8
2001/8/17 22:00,"59,731","69,224","103,394","232,349",18.03,20.89,31.2,70.12,9,72,3.5
2001/8/17 23:00,"58,407","69,814","100,823","229,044",17.63,21.07,30.43,69.12,9,74,3.6
2001/9/17 00:00,"60,188","68,501","100,100","228,789",18.16,20.67,30.21,69.05,8,76,3.3
2001/9/17 01:00,"60,289","67,006","100,852","228,147",18.19,20.22,30.44,68.85,6,77,2.8
2001/9/17 02:00,"59,508","66,232","101,733","227,473",17.96,19.99,30.7,68.65,4,80,2.2
2001/9/17 03:00,"63,972","65,873","106,022","235,867",19.31,19.88,32,71.18,2,85,1.7
2001/9/17 04:00,"64,228","69,067","106,661","239,956",19.38,20.84,32.19,72.42,2,85,1.7
2001/9/17 05:00,"65,726","71,380","107,284","244,390",19.84,21.54,32.38,73.75,3,85,2
2001/9/17 06:00,"66,320","75,878","113,973","256,170",20.01,22.9,34.4,77.31,3,85,2
2001/9/17 07:00,"69,276","77,835","119,392","266,503",20.91,23.49,36.03,80.43,4,83,2.3
2001/9/17 08:00,"69,267","81,077","120,930","271,274",20.9,24.47,36.5,81.87,6,82,2.8
2001/9/17 09:00,"67,554","76,363","113,135","257,052",20.39,23.05,34.14,77.58,8,79,3.4
2001/9/17 10:00,"65,048","74,778","104,621","244,447",19.63,22.57,31.57,73.77,11,73,4.1
2001/9/17 11:00,"63,034","72,064","102,349","237,446",19.02,21.75,30.89,71.66,13,73,4.7
2001/9/17 12:00,"61,255","68,545","102,119","231,920",18.49,20.69,30.82,69.99,15,66,5.2
2001/9/17 13:00,"58,755","66,390","100,420","225,565",17.73,20.04,30.31,68.07,16,64,5.4
2001/9/17 14:00,"57,015","67,222","96,244","220,480",17.21,20.29,29.05,66.54,18,60,5.9
2001/9/17 15:00,"55,662","67,732","98,632","222,026",16.8,20.44,29.77,67.01,19,55,6
2001/9/17 16:00,"53,845","65,494","95,661","215,000",16.25,19.77,28.87,64.88,20,54,6.3
2001/9/17 17:00,"56,068","66,114","96,940","219,121",16.92,19.95,29.26,66.13,19,54,6
2001/9/17 18:00,"56,655","66,025","101,948","224,628",17.1,19.93,30.77,67.79,18,56,5.8
2001/9/17 19:00,"52,479","65,998","98,840","217,317",15.84,19.92,29.83,65.58,17,59,5.6
2001/9/17 20:00,"52,070","65,971","96,782","214,823",15.71,19.91,29.21,64.83,17,59,5.6
2001/9/17 21:00,"52,242","64,270","95,432","211,945",15.77,19.4,28.8,63.96,16,61,5.3
2001/9/17 22:00,"51,624","62,761","94,030","208,415",15.58,18.94,28.38,62.9,16,63,5.4
2001/9/17 23:00,"51,966","62,418","93,031","207,416",15.68,18.84,28.08,62.6,15,62,5.1
2001/10/17 00:00,"51,729","62,941","92,429","207,099",15.61,18.99,27.89,62.5,15,64,5.1
2001/10/17 01:00,"51,024","60,837","89,744","201,605",15.4,18.36,27.08,60.84,15,64,5.1
2001/10/17 02:00,"51,689","61,873","91,784","205,347",15.6,18.67,27.7,61.97,15,65,5.1
2001/10/17 03:00,"52,987","59,889","93,283","206,159",15.99,18.07,28.15,62.22,16,64,5.4
2001/10/17 04:00,"54,483","62,184","94,809","211,476",16.44,18.77,28.61,63.82,16,64,5.4
2001/10/17 05:00,"55,777","64,485","97,093","217,355",16.83,19.46,29.3,65.6,16,65,5.4
2001/10/17 06:00,"58,366","67,679","98,046","224,091",17.61,20.42,29.59,67.63,17,64,5.7
2001/10/17 07:00,"57,535","70,442","103,349","231,326",17.36,21.26,31.19,69.81,17,60,5.6
2001/10/17 08:00,"58,767","70,920","106,360","236,047",17.74,21.4,32.1,71.24,18,61,5.9
2001/10/17 09:00,"58,941","69,297","101,447","229,685",17.79,20.91,30.62,69.32,18,61,5.9
2001/10/17 10:00,"59,546","69,795","101,003","230,344",17.97,21.06,30.48,69.52,19,82,6.8
2001/10/17 11:00,"59,376","70,453","102,508","232,338",17.92,21.26,30.94,70.12,18,94,6.8
2001/10/17 12:00,"55,675","67,638","96,329","219,642",16.8,20.41,29.07,66.29,18,95,6.8
2001/10/17 13:00,"53,654","64,836","93,986","212,475",16.19,19.57,28.36,64.12,20,94,7.5
2001/10/17 14:00,"53,751","64,065","95,574","213,390",16.22,19.33,28.84,64.4,21,95,7.8
2001/10/17 15:00,"52,484","64,881","95,534","212,899",15.84,19.58,28.83,64.25,22,97,8.2
2001/10/17 16:00,"50,104","66,582","90,559","207,244",15.12,20.09,27.33,62.54,23,97,8.6
2001/10/17 17:00,"47,744","62,026","86,254","196,024",14.41,18.72,26.03,59.16,24,94,8.8
2001/10/17 18:00,"46,099","59,352","86,740","192,191",13.91,17.91,26.18,58,25,90,9
2001/10/17 19:00,"42,996","54,452","84,645","182,093",12.98,16.43,25.55,54.95,25,80,8.7
2001/10/17 20:00,"40,896","56,432","80,847","178,175",12.34,17.03,24.4,53.77,27,80,9.4
2001/10/17 21:00,"40,540","54,315","77,574","172,429",12.23,16.39,23.41,52.04,27,73,9.1
2001/10/17 22:00,"39,627","55,536","78,428","173,590",11.96,16.76,23.67,52.39,28,82,9.8
2001/10/17 23:00,"39,467","51,692","73,538","164,697",11.91,15.6,22.19,49.7,28,84,9.9
2001/11/17 00:00,"39,158","50,516","73,043","162,717",11.82,15.25,22.04,49.11,28,86,10
2001/11/17 01:00,"37,202","50,019","70,993","158,213",11.23,15.1,21.42,47.75,29,88,10.4
2001/11/17 02:00,"35,775","49,001","66,783","151,559",10.8,14.79,20.15,45.74,31,87,11.1
2001/11/17 03:00,"35,323","47,783","64,535","147,642",10.66,14.42,19.48,44.56,33,85,11.7
2001/11/17 04:00,"33,474","46,165","63,444","143,083",10.1,13.93,19.15,43.18,34,85,12.1
2001/11/17 05:00,"35,326","46,522","64,842","146,691",10.66,14.04,19.57,44.27,35,85,12.5
2001/11/17 06:00,"37,341","48,667","65,953","151,960",11.27,14.69,19.9,45.86,36,85,12.9
2001/11/17 07:00,"37,373","50,162","66,472","154,007",11.28,15.14,20.06,46.48,37,83,13.2
2001/11/17 08:00,"37,084","51,719","71,642","160,445",11.19,15.61,21.62,48.42,38,79,13.3
2001/11/17 09:00,"35,395","46,693","62,071","144,159",10.68,14.09,18.73,43.51,40,66,13.4
2001/11/17 10:00,"32,185","40,562","55,652","128,398",9.71,12.24,16.8,38.75,42,58,13.6
2001/11/17 11:00,"30,614","36,891","52,365","119,870",9.24,11.13,15.8,36.18,45,49,14.1
2001/11/17 12:00,"27,462","34,852","49,859","112,173",8.29,10.52,15.05,33.85,46,52,14.7
2001/11/17 13:00,"27,370","33,397","48,280","109,047",8.26,10.08,14.57,32.91,46,45,14.2
2001/11/17 14:00,"28,726","34,247","47,612","110,585",8.67,10.34,14.37,33.37,47,51,15
2001/11/17 15:00,"28,040","38,371","53,995","120,407",8.46,11.58,16.3,36.34,46,59,15.2
2001/11/17 16:00,"28,997","38,679","54,128","121,804",8.75,11.67,16.34,36.76,44,63,14.7
2001/11/17 17:00,"31,171","38,456","56,881","126,507",9.41,11.61,17.17,38.18,43,67,14.6
2001/11/17 18:00,"28,767","37,679","55,623","122,069",8.68,11.37,16.79,36.84,42,67,14.2
2001/11/17 19:00,"26,643","36,473","52,667","115,784",8.04,11.01,15.89,34.94,43,71,14.8
2001/11/17 20:00,"25,979","34,958","51,210","112,147",7.84,10.55,15.45,33.84,43,72,14.9
2001/11/17 21:00,"26,236","34,887","47,416","108,539",7.92,10.53,14.31,32.76,43,72,14.9
2001/11/17 22:00,"25,533","34,256","47,503","107,292",7.71,10.34,14.34,32.38,44,74,15.5
2001/11/17 23:00,"26,442","35,816","51,483","113,741",7.98,10.81,15.54,34.33,42,90,15.7
2001/12/17 00:00,"25,408","35,760","47,049","108,217",7.67,10.79,14.2,32.66,42,92,15.8
2001/12/17 01:00,"26,238","33,128","45,329","104,696",7.92,10,13.68,31.6,43,92,16.2
2001/12/17 02:00,"25,653","32,527","46,128","104,309",7.74,9.82,13.92,31.48,42,95,16
