,predict_1,predict_2,predict_3,predict_4,predict_5,predict_6,predict_7,predict_8,predict_9,predict_10,predict_11,predict_12
2021-01-01 00:00:00,-0.3916025765701207,-0.4478194457890262,-0.4743311555639788,-0.4541348529047788,-0.450815293107429,-0.4558711140193431,-0.458442235527422,-0.4161381509024168,-0.533132743208919,-0.3825578416161457,-0.3872798166497398,-0.4358044776665432
2021-01-01 01:00:00,-0.4478194457890262,-0.4743311555639788,-0.4541348529047788,-0.450815293107429,-0.4558711140193431,-0.458442235527422,-0.4161381509024168,-0.533132743208919,-0.3825578416161457,-0.3872798166497398,-0.4358044776665432,-0.3737495753758091
2021-01-01 02:00:00,-0.4743311555639788,-0.4541348529047788,-0.450815293107429,-0.4558711140193431,-0.458442235527422,-0.4161381509024168,-0.533132743208919,-0.3825578416161457,-0.3872798166497398,-0.4358044776665432,-0.3737495753758091,-0.3438317839472544
2021-01-01 03:00:00,-0.4541348529047788,-0.450815293107429,-0.4558711140193431,-0.458442235527422,-0.4161381509024168,-0.533132743208919,-0.3825578416161457,-0.3872798166497398,-0.4358044776665432,-0.3737495753758091,-0.3438317839472544,-0.3128602460405222
2021-01-01 04:00:00,-0.450815293107429,-0.4558711140193431,-0.458442235527422,-0.4161381509024168,-0.533132743208919,-0.3825578416161457,-0.3872798166497398,-0.4358044776665432,-0.3737495753758091,-0.3438317839472544,-0.3128602460405222,-0.4147991732440852
2021-01-01 05:00:00,-0.4558711140193431,-0.458442235527422,-0.4161381509024168,-0.533132743208919,-0.3825578416161457,-0.3872798166497398,-0.4358044776665432,-0.3737495753758091,-0.3438317839472544,-0.3128602460405222,-0.4147991732440852,-0.4015184936010186
2021-01-01 06:00:00,-0.458442235527422,-0.4161381509024168,-0.533132743208919,-0.3825578416161457,-0.3872798166497398,-0.4358044776665432,-0.3737495753758091,-0.3438317839472544,-0.3128602460405222,-0.4147991732440852,-0.4015184936010186,-0.4939053469177935
2021-01-01 07:00:00,-0.4161381509024168,-0.533132743208919,-0.3825578416161457,-0.3872798166497398,-0.4358044776665432,-0.3737495753758091,-0.3438317839472544,-0.3128602460405222,-0.4147991732440852,-0.4015184936010186,-0.4939053469177935,-0.5518140249000463
2021-01-01 08:00:00,-0.533132743208919,-0.3825578416161457,-0.3872798166497398,-0.4358044776665432,-0.3737495753758091,-0.3438317839472544,-0.3128602460405222,-0.4147991732440852,-0.4015184936010186,-0.4939053469177935,-0.5518140249000463,-0.4544656424793635
2021-01-01 09:00:00,-0.3825578416161457,-0.3872798166497398,-0.4358044776665432,-0.3737495753758091,-0.3438317839472544,-0.3128602460405222,-0.4147991732440852,-0.4015184936010186,-0.4939053469177935,-0.5518140249000463,-0.4544656424793635,-0.459476514054953
2021-01-01 10:00:00,-0.3872798166497398,-0.4358044776665432,-0.3737495753758091,-0.3438317839472544,-0.3128602460405222,-0.4147991732440852,-0.4015184936010186,-0.4939053469177935,-0.5518140249000463,-0.4544656424793635,-0.459476514054953,-0.5150664190345352
2021-01-01 11:00:00,-0.4358044776665432,-0.3737495753758091,-0.3438317839472544,-0.3128602460405222,-0.4147991732440852,-0.4015184936010186,-0.4939053469177935,-0.5518140249000463,-0.4544656424793635,-0.459476514054953,-0.5150664190345352,-0.4069521029951845
2021-01-01 12:00:00,-0.3737495753758091,-0.3438317839472544,-0.3128602460405222,-0.4147991732440852,-0.4015184936010186,-0.4939053469177935,-0.5518140249000463,-0.4544656424793635,-0.459476514054953,-0.5150664190345352,-0.4069521029951845,-0.4377776385426282
2021-01-01 13:00:00,-0.3438317839472544,-0.3128602460405222,-0.4147991732440852,-0.4015184936010186,-0.4939053469177935,-0.5518140249000463,-0.4544656424793635,-0.459476514054953,-0.5150664190345352,-0.4069521029951845,-0.4377776385426282,-0.3843113049943158
2021-01-01 14:00:00,-0.3128602460405222,-0.4147991732440852,-0.4015184936010186,-0.4939053469177935,-0.5518140249000463,-0.4544656424793635,-0.459476514054953,-0.5150664190345352,-0.4069521029951845,-0.4377776385426282,-0.3843113049943158,-0.5532227785874283
2021-01-01 15:00:00,-0.4147991732440852,-0.4015184936010186,-0.4939053469177935,-0.5518140249000463,-0.4544656424793635,-0.459476514054953,-0.5150664190345352,-0.4069521029951845,-0.4377776385426282,-0.3843113049943158,-0.5532227785874283,-0.3805370189978759
2021-01-01 16:00:00,-0.4015184936010186,-0.4939053469177935,-0.5518140249000463,-0.4544656424793635,-0.459476514054953,-0.5150664190345352,-0.4069521029951845,-0.4377776385426282,-0.3843113049943158,-0.5532227785874283,-0.3805370189978759,-0.4700116578029199
2021-01-01 17:00:00,-0.4939053469177935,-0.5518140249000463,-0.4544656424793635,-0.459476514054953,-0.5150664190345352,-0.4069521029951845,-0.4377776385426282,-0.3843113049943158,-0.5532227785874283,-0.3805370189978759,-0.4700116578029199,-0.4661896241471904
2021-01-01 18:00:00,-0.5518140249000463,-0.4544656424793635,-0.459476514054953,-0.5150664190345352,-0.4069521029951845,-0.4377776385426282,-0.3843113049943158,-0.5532227785874283,-0.3805370189978759,-0.4700116578029199,-0.4661896241471904,-0.5607205704816662
2021-01-01 19:00:00,-0.4544656424793635,-0.459476514054953,-0.5150664190345352,-0.4069521029951845,-0.4377776385426282,-0.3843113049943158,-0.5532227785874283,-0.3805370189978759,-0.4700116578029199,-0.4661896241471904,-0.5607205704816662,-0.6438265055902979
