,electricity
0,0.00864427620781956
1,0.00040489692182114044
2,0.00011976383794420817
3,8.678387375299696e-05
4,0.0004525543572503095
5,0.01902488202845394
6,0.12169534688179408
7,0.3963030638095898
8,0.5561293320300227
9,0.10823863283776129
10,0.012292656249729845
11,0.007195899007846178
12,0.06383308241746091
13,0.14258969060667548
14,0.23793621978154947
15,1.1073800515726402
16,1.8239008648896566
17,2.52239577444862
18,2.4649608251547748
19,1.8134331753115518
20,2.596934230822071
21,2.384743429332472
22,2.9498347914467744
23,4.378579026034458
24,5.55863607885431
25,6.1768902897125315
26,5.201631140101432
27,3.324281922908633
28,1.971053545563019
29,1.8527172453516576
30,0.840573286463541
31,1.9026706620268625
32,1.9302172516469513
33,7.057755727109646
34,7.307759574373208
35,7.085766893291607
36,4.496228418686839
37,3.594243575556612
38,2.3628852477788382
39,1.672080305628081
40,1.4362612108331372
41,1.8925525929252769
42,1.321801321800723
43,0.8913670800963139
44,0.7284739665811766
45,0.31910295803316563
46,0.08480651203331321
47,0.013884075887446497
48,0.08184859369581061
49,0.7892457910229549
50,1.503228396669863
51,1.9318545993161857
52,1.2917456619005285
53,1.79555654103919
54,2.3664247597232646
55,2.121337669414759
56,1.9323797120058361
57,1.1100513636706215
58,1.0826765583673508
59,2.2093063801362907
60,3.3000754158617713
61,2.2961783158369387
62,1.5661718961162785
63,1.394555467699332
64,1.3765716085575657
65,1.900621917211961
66,1.5617141942862427
67,1.1570194603855743
68,1.6789591414746006
69,2.3555275125291573
70,1.9251205213728488
71,1.3213335989884598
72,1.2726301653855343
73,0.5526297778334321
74,0.191780246670214
75,0.014083907516249224
76,0.0026345080660839493
77,0.01128274981909903
78,0.01668749530434462
79,0.001663012308453758
80,5.084638287347728e-05
81,0.0
82,0.0
83,0.0
84,0.0002952842699785123
85,0.003099825180169726
86,0.008491309638603433
87,0.021594329878798925
88,0.05871191727623543
89,0.17124623703635608
90,0.31063603886760566
91,0.24826635952957582
92,0.08085981807425043
93,0.03033702694213868
94,0.005369948280267521
95,0.0014356886617921324
96,0.0017632588551487094
97,0.0037035746140497644
98,0.019942888165602808
99,0.07959423869329525
100,0.21343653788947087
101,0.21773751953614986
102,0.3934280145844631
103,0.30477421450793263
104,0.2296806115446789
105,0.03677790835298804
106,0.0012465366535363174
107,7.178758792429893e-05
108,0.005056780782438695
109,0.11681809787281071
110,0.5211126268790652
111,0.7463837973935917
112,1.3913124607414067
113,1.958678730158211
114,2.0004120640341316
115,1.3990568279541642
116,1.3799415077091408
117,1.4103023597304751
118,1.0514837957228074
119,0.9822076721210997
120,1.1061965157258593
121,0.8655066520067088
122,1.0023389763008592
123,1.1190684287378725
124,0.9700987459579321
125,1.4629759780896225
126,1.5234519571375906
127,1.640858088483037
128,1.377149413864889
129,1.7250953198270755
130,1.7578341033600648
131,2.1708300934311953
132,2.3081392504285763
133,2.2470824179240405
134,2.562363505219481
135,2.608499255280625
136,2.251001185483664
137,3.2762361360369985
138,2.654580412433594
139,2.089025846099628
140,1.8993201641424153
141,2.676912347681642
142,2.2681613126167344
143,2.364702680326775
144,2.641906648366395
145,2.5361469478833634
146,1.4500658584034494
147,1.8356207017593307
148,1.9395799954656316
149,1.9161821230651426
150,2.46678231247178
151,2.184886052310893
152,1.820047790588733
153,1.6913783762213774
154,1.4379586707243552
155,0.8369999218600221
156,0.8250971594586723
157,0.911930846859537
158,1.0669006254999764
159,0.9970254160459513
160,1.5976577046066818
161,2.013181077314459
162,2.271429945804714
163,1.9700825187786204
164,1.9656689387966138
165,1.951959935060678
166,1.697871725775638
167,1.455506214956439
168,1.455057910681487
169,1.3276816773690392
170,1.1930478371484767
171,1.6676541295941145
172,1.8475453153370167
173,1.1975964957180303
174,1.4534199352748993
175,0.9301679289292507
176,0.6400350229295992
177,0.32105106535596883
178,0.18858122445385056
179,0.14918225405806243
180,0.3152471786138869
181,0.5105928101076689
182,0.60189955116729
183,0.7363642996647476
184,1.228346165056289
185,2.194970659740477
186,3.118887957135147
187,2.9997614346342782
188,1.9534540142767198
189,1.7731433806672068
190,2.028145463056905
191,1.5695075993092735
192,1.5798449648861022
193,1.3953823172200162
194,1.3609098204894652
195,1.3367441214204596
196,1.3533528822479302
197,1.7601599957668665
198,1.9906040339047189
199,2.0842178035106333
200,1.6288728564021828
201,1.6730135831515085
202,0.9012086653887877
203,1.0345405481697503
204,1.417313444157832
205,2.011858540676013
206,1.7736607776709108
207,2.522759155486725
208,3.2836585561743568
209,4.176142006165209
210,3.7318206635958235
211,3.042133445779991
212,2.431696523050157
213,2.0726156161832416
214,1.5941766759449487
215,1.5895899096436024
216,1.2605863487159847
217,0.6775176943048155
218,0.4584190913329491
219,0.21837150111807033
220,0.13497593416164524
221,0.19003049101285918
222,0.18259004328750758
223,0.1547857911435956
224,0.06547138719022565
225,0.005263037236709836
226,8.192137965835084e-05
227,0.0008188710480153894
228,0.011915687836782159
229,0.04670511475198673
230,0.09041240911167465
231,0.3236158753236004
232,1.2326825455385617
233,1.7800011487910825
234,0.8126389017260629
235,0.5034223079401764
236,0.31519370247714895
237,0.27950959878044346
238,0.37524479508340775
239,0.8545697978126542
240,1.4235332000981535
241,1.8688743336342102
242,1.8708069823607552
243,1.3313545627842227
244,2.251354414123318
245,2.2770156719122707
246,1.385184155578516
247,1.1400190660892795
248,1.168798169540917
249,0.7720218166915821
250,0.35709808253643704
251,0.44588327572386993
252,0.5709233891054503
253,0.7212522259303397
254,0.7603206835547429
255,0.5065208133465164
256,1.380277399514001
257,3.227772634561738
258,3.7676410973921777
259,4.0139309591167205
260,2.8953657166063502
261,3.8888865961669987
262,3.852032758156929
263,4.014442321457027
264,3.261409429866729
265,2.942498833494182
266,3.029958386400686
267,2.7790262581635314
268,3.8711441281736962
269,3.267515444020359
270,2.7421524488409355
271,2.1936829985014477
272,2.8142976533199064
273,1.230594145579004
274,1.3041735852477567
275,2.010673673120452
276,2.143854501549304
