,load1,load4,load5,load7,load9,load10,load11,load12,load14,load15,load16,load18,load19,load23,load24,load26,load28,load30,load31,load32
2021-01-01 00:00:00,0.948953875949886,1.1765738668513341,1.485540399312573,0.6082491767793032,1.2760231820409316,0.4794619119434919,1.5862490560963025,1.6306499515981931,0.7425445357240374,1.9507070133018307,0.8898720802474505,1.2456845949895186,1.6865275431829905,0.5007684059537192,1.102587769466773,0.7553331006525589,1.007421511086164,2.171834898914683,0.37216004607681497,1.1184749504311864
2021-01-01 01:00:00,0.9238083955252977,1.146160940155027,1.427567893421034,0.5812008534647183,1.2224291852230649,0.4529440006265741,1.5270995414638775,1.5931298699896983,0.7142533159808669,1.9391217827452447,0.8578828927166594,1.4106809079513996,2.067530781221517,0.5114597333543023,0.9435416926788092,0.7225822034465333,1.2310425955936866,2.274181778154492,0.36947251478577664,1.211553884065466
2021-01-01 02:00:00,0.9059240796239437,1.122515552251304,1.3807273952038646,0.568741175497628,1.1846034392278282,0.43268917365759973,1.5132063686384978,1.5671027117409497,0.6925795027082879,1.8936716543050067,0.8374112679952309,1.5041512728800854,1.5728326748794443,0.46637087922438475,1.0228738096309575,0.5528339056747271,1.1790171177733952,2.429711798681452,0.45149482764533827,1.0731657076468084
2021-01-01 03:00:00,0.9018316060818953,1.1096160308595144,1.3511141747797304,0.5617431878037886,1.1654718797604762,0.42060401310141377,1.5104792521831112,1.5335869283179229,0.6764601816396332,1.8865391648446483,0.8272281575536619,1.1128125913355524,1.613890581426011,0.4591364255134216,1.1447030329783263,0.6058578385351051,1.0399215638444257,2.149472790209953,0.36912356361742066,0.9529688540046718
2021-01-01 04:00:00,0.9128915488961025,1.1148721790592868,1.3433309342987068,0.5623798679091353,1.168493578462098,0.419847624140719,1.5175683112442784,1.5463906990644456,0.6721590333348291,1.8968984028506806,0.8348116186117721,1.6179233565683704,1.5559653282816228,0.5103484440364521,1.0636414600040718,0.6801821247415746,0.7982877197199515,2.2610909166431687,0.3639038094941612,1.0788613081239355
2021-01-01 05:00:00,0.9377728814980876,1.1448408015943567,1.3369402137844055,0.5799617649843746,1.1946479701863528,0.42622698407226467,1.5488478962721701,1.5782758528147507,0.6817211994840823,1.8981041361352513,0.8389276911404511,1.3973951469448609,1.9773458734530864,0.450783405225675,1.2556508590579494,0.7371668428170262,1.065186075415295,1.866918186435496,0.5163418521670353,1.151513224231981
2021-01-01 06:00:00,0.9682877175307649,1.1806795056249149,1.375248964247326,0.5999908134283456,1.231655841536183,0.4373668928069082,1.6163814513586547,1.6349932710038828,0.6972363615348103,1.9327057346001077,0.8577821098013569,1.2254778872766643,1.7798843711274208,0.5378703641245299,1.3950741040699812,0.686256925286043,0.9623874151886289,1.942553682835754,0.4956340835630479,0.9950010858886016
2021-01-01 07:00:00,0.9879653767021184,1.2080685806951197,1.3993106322123228,0.6166627305157784,1.2667318761417172,0.4414280068255166,1.6658302883015583,1.6723048441625172,0.7110042906201286,1.9422868326172433,0.875696901792839,1.715638125352378,1.5446284109712154,0.5059909972786168,1.428027519356422,0.676744634434505,1.0887970591989604,2.0039783689112167,0.4533584184521652,1.2202090801180547
2021-01-01 08:00:00,0.9890204983560352,1.2260445590117066,1.4164763990116174,0.62235364810022,1.2787813093530842,0.4389358280147944,1.6993147800372843,1.7062776822674068,0.7265403996203311,1.9701209153680128,0.8840772088493035,1.241291161086614,1.6471070733148525,0.5375732287010871,1.449583930758866,0.7578665578286269,0.9577798043564016,2.0513015294591845,0.4651720972901907,1.286762577761283
2021-01-01 09:00:00,0.9760097291190264,1.2462280710455627,1.4261711739085539,0.6365668026315895,1.2785418381051776,0.4372194213350227,1.71525120060536,1.7316241982197293,0.7416122801866234,1.9893853286079255,0.9091942649987067,1.5122361006227116,2.1937182736359935,0.6533449839504498,1.1318260175577886,0.8181433958270047,0.944551605423635,2.183148592472107,0.4685956545906764,1.0138926802165438
