,sink_p1,sink_p4,sink_p7,sink_p8,sink_p10,sink_p11,sink_p13,sink_p14,sink_p16,sink_p17,sink_p20,sink_p21,sink_p23,sink_p24,sink_p26,sink_p27,sink_p29,sink_p30,sink_p31,sink_p32
2021-01-01 00:00:00,0.8022511848341233,0.931569268492031,0.5996358241165363,0.7300612424251094,0.8021201051033192,0.43766365950319447,1.120712836020594,0.9133057288605029,0.4488464517742422,0.6012356378544415,1.1949946758049033,0.4762258548211017,0.594790755649788,0.8604508304948538,0.8825074519449787,0.6921464434414925,1.0841367288481243,0.7347941086325503,0.6942887763103477,0.6217084929873592
2021-01-01 01:00:00,0.770687203791469,0.8925214548426644,0.5953331534933909,0.595463912572862,0.6443057772055458,0.4034046750833879,0.7782597520483514,0.510538783016251,0.34579210888695644,0.5068981449722303,0.627181226806003,0.3864439286680097,0.4180766363153543,0.5568367225240345,0.7094537381930032,0.33923265778272205,0.6784552048094215,0.6827054059516806,0.34393181453361094,0.43189549531062343
2021-01-01 02:00:00,0.8215402843601894,0.9602574581119739,0.6352306447261936,0.705647279965121,0.7584441649278145,0.5667444875602424,0.946386686900197,0.805963962885752,0.5345665663491844,0.723740212367196,1.0338845996133075,0.6220320051868765,0.753332210766353,1.011765799186505,0.8334054925470761,0.7360012809653206,0.9976246031394025,0.6654166101347561,0.6483018590827059,0.6189621407481674
2021-01-01 03:00:00,0.8697630331753554,0.9554760931753168,0.6520501753439439,0.5900295710919397,0.7863500712992315,0.602982464302845,0.6485221583364261,0.7051543070076954,0.7035788238970322,0.5067804628918863,0.7201719305917164,0.6284151569179148,0.525835935025073,0.730863659320264,1.0026229903724384,0.6202932555393271,0.859611839612042,1.0505644740381794,0.5281180578086173,0.6627077875137012
2021-01-01 04:00:00,0.8872985781990521,1.0359624029423786,0.6751281359589966,0.7772475709813722,0.7218351233362235,0.5065643352200807,1.016719590421142,0.5952110301899637,0.5078831903143648,0.6128724547599177,0.7481743792051738,0.48744898005177056,0.5846928936525071,0.6924200424375918,0.6240338349857538,0.5596110810050413,0.9302095694461935,0.5631450023565963,0.5728691014639753,0.5601898110831562
2021-01-01 05:00:00,0.9600710900473933,1.05030649775235,0.7130698678176423,0.6982654573814988,0.7641772392717392,0.5272562958861222,1.0713209521834604,0.707362841853423,0.4612597039014065,0.7970715016145113,0.7271287408456925,0.4867784824270458,0.9473817058394178,0.7203319680891211,0.908060196769134,0.9379138821605425,0.9201357892050395,0.8780410578457214,0.8722693367463882,0.5919045486846817
2021-01-01 06:00:00,1.0214454976303318,1.102901512055578,0.8006878877798759,0.9501710532652273,0.709156672549292,0.7059173891442877,1.2980945671921817,0.576036914160153,0.8419619542850663,0.8975735499503732,0.7883673347875518,0.9673890244987127,0.9516505865452648,0.787038028095287,1.3986726754291792,0.9613268501144379,0.9118631416584305,1.3228640714022368,1.057933023919188,0.6245266482435853
2021-01-01 07:00:00,1.0258293838862558,1.165059256232121,0.8186808740221202,0.8064758875724132,0.8200804134883676,0.5948290812027887,1.224043734728046,0.8341274468687451,0.5225862757711325,0.9274500429346104,1.252009205865081,0.4882860607577659,0.7887364436648856,0.8890630511219726,0.6897848578697023,0.6568715942003505,1.175788412202538,0.5474355410116916,0.6593341010045355,0.7210790409875363
2021-01-01 08:00:00,1.0231990521327015,1.2240294237842255,0.8061640140275155,0.8689491938309745,0.9382527372219592,0.6698342447545492,1.1043487878883271,0.8070572538241864,0.766265943773824,0.6767550890532459,1.020164571651046,0.7653946995337944,0.7139253175041506,0.848086872632502,1.1621938864198205,0.8522156108011857,0.9280282631990593,1.2069590493498392,0.8592090792264787,0.5365772938288451
2021-01-01 09:00:00,0.9714691943127962,1.1539027380465876,0.7795656865389803,0.6352149248005502,0.9484838090714794,0.7058810183044487,0.6868397329045492,0.755396299994361,0.7757199797924786,0.44270760863376624,1.0339449206475313,0.7100845614336155,0.49052267050516546,0.8318175791883227,1.0610735866741519,0.576862968580436,1.0675232140339777,0.8134783591101684,0.6149393495048048,0.5877266437694235
2021-01-01 10:00:00,0.9276303317535545,0.9953208009807928,0.7165902346911249,0.6014497560996712,0.6437555762574964,0.6566581429027685,0.8730807574344532,0.6149154478491159,0.7374007755643893,0.6267635162140073,0.6385719979283125,0.9335509047591619,0.6650149409164127,0.6322599634507305,1.6987695246039265,0.6673338943099681,0.6894050278560802,1.4160367121209885,0.6937927629518207,0.4906355252234764
2021-01-01 11:00:00,0.8566113744075828,0.943522680833674,0.6614378203398974,0.5719558620961034,0.6816436442547005,0.58107534643796,0.7565198612319906,0.6123972861263979,0.5984958181314116,0.5800198686778546,0.685227727836593,0.6080109383855182,0.47224602975215496,0.4776753503069694,0.9849489047918284,0.4569733951207375,0.5317068262419699,0.9186051338089531,0.4037947906742369,0.40382237533604104
2021-01-01 12:00:00,0.8925592417061611,0.9052717613404169,0.6739546803345022,0.7799965139781243,0.6350956520131064,0.4577756929632117,0.8892010581951,0.5647105359789234,0.387673153295555,0.697225531541994,0.5852521753608945,0.3886046867683838,0.8262882055617814,0.4766895104543505,0.5831755380264391,0.7242221200231124,0.4991609895702296,0.5216296367912023,0.8579593946907299,0.3070116755571901
2021-01-01 13:00:00,0.8452132701421802,0.9443195749897835,0.6477475047207983,0.7233365663734425,0.6233433652306463,0.41427035283122426,0.8024857416509923,0.5675789223917364,0.3582339998087389,0.6270417700749013,0.6098493808216318,0.45155579000360185,0.5740385749345858,0.4991173461527098,0.6713502910192046,0.48954776629855,0.5053785069899458,0.5241741457248783,0.39901581358304794,0.3878691804673415
2021-01-01 14:00:00,0.8495971563981043,0.9108500204331835,0.6352306447261936,0.5431006537797325,0.6129613068268286,0.40093435441779346,0.6803651232778682,0.677228929654362,0.41411551328890145,0.48406355393116723,0.8447499858498324,0.3778698999936797,0.4430163174710854,0.6947951232331437,0.6160891604617721,0.5139207564963375,0.7882835026516265,0.5544249851682895,0.4135370807974808,0.5940557800393778
2021-01-01 15:00:00,0.8136492890995259,0.8988966080915406,0.6277987591043971,0.743471288838467,0.7199703870863496,0.5072598203979476,0.9133541164145251,0.6759773394562285,0.41126670076177346,0.5038155855358571,0.7763000437660976,0.5033971491366892,0.4261037741108901,0.6235574343894456,0.6666589400582735,0.46846225878395165,0.8380468980188364,0.6832731466011612,0.4458768442629962,0.6254112531940444
2021-01-01 16:00:00,0.830308056872038,0.906865549652636,0.6410979228486646,0.5597424810609689,0.6942229530719011,0.5517010885977849,0.6445546180249812,0.6496336467416752,0.6060890293232395,0.46061826122696053,0.9505693022310091,0.6494023248954666,0.5461039283181606,0.9501849114843679,0.8114521652304478,0.4433140413533385,1.1522642669754457,0.5923080044081945,0.44534314708096956,0.8153893299647261
2021-01-01 17:00:00,0.8732701421800948,0.9857580711074785,0.7036822228216886,0.5884259418842537,0.864808696569591,0.5004238795754475,0.8209090824775308,0.8811807367528876,0.4367843410600883,0.5576590429931052,1.160316822088357,0.4788567467870026,0.5869787378145624,0.9758397859723574,0.8591895969644465,0.5474062902084804,1.309290438419454,0.6257777993005644,0.4758495805542564,0.7730752248051227
2021-01-01 18:00:00,0.9574407582938389,1.102901512055578,0.7936471540329108,0.6823401135238413,0.8129155008068824,0.5251860038707288,0.9581677510636132,0.7776073733790142,0.5553952642306716,0.6678477261169155,1.1578310130745022,0.65100212322865,0.6457483632807265,1.050164120745348,1.1598938185263017,0.7155573822039778,1.0454606983818537,1.2290014609881315,0.7887436104230983,0.5958672000227108
2021-01-01 19:00:00,0.9670853080568719,1.1148549243972212,0.7819125977879686,0.8201749277826418,1.0061367557264447,0.6910438849216328,0.8844985255371663,1.0305694417007552,0.7485153384998241,0.5157247437759961,1.4815856839913053,0.7964296682477491,0.4820989556457432,1.4912453225402718,1.371679732014326,0.3987511153401096,1.484993920057747,1.1011140615461934,0.384853943388001,0.8757130816754333
2021-01-01 20:00:00,1.0030331753554502,1.1371679607682876,0.8116401402751551,0.9099270843299079,0.8230599640194954,0.5462098039958629,1.1979039690460258,0.9503154462452108,0.5088000997537001,0.7718564774551187,1.0243852544586354,0.5972265837901852,0.708316380157515,0.8267776377706092,1.039020741929034,0.7448938587763274,0.792415344145051,1.077615065766278,0.8149118253047781,0.5708303549002149
2021-01-01 21:00:00,1.0039099526066348,1.1531058438904782,0.8014701915295387,0.9022959353709709,0.7760676558732557,0.6602694252579864,1.0854955251730634,0.7428407518347284,0.5826128115223375,0.5950604661857213,0.9546618199997158,0.6663133074588546,0.48447853071870134,0.8928132901499809,1.1201981754355896,0.5239945708382024,1.0829478897182139,1.0547735005071495,0.47276741829457597,0.6243164912901845
2021-01-01 22:00:00,0.9872511848341232,1.1507151614221496,0.7924736984084165,0.7528961543954651,1.0542967670044656,0.6688035673250786,0.9326250056809638,0.9095161776010383,0.6238903266474706,0.5521897192924484,1.019897746949289,0.6114252185850982,0.5899084761925297,0.7093320966009127,0.8493235992772533,0.6880089000036635,0.8690295984779299,0.6566363176640511,0.6714339318038517,0.5071154121681501
2021-01-01 23:00:00,0.9732227488151659,1.1570903146710256,0.767439978419207,0.8847758195365742,1.0475700312309184,0.6419224694826631,1.0628368488752538,1.2155188794651748,0.5146638888319934,0.6461648913080487,1.602670305489487,0.5930808466925263,0.6988418772105905,1.3548947616158558,0.8045327287326696,0.5657012810552647,1.3512284523407372,0.7677853600759035,0.5176000991214547,0.7332694787781726
2021-01-02 00:00:00,0.9705924170616115,1.1276052308949736,0.7517939034259508,0.8991733905261523,1.0235890872348223,0.4920175330338863,1.3155494037312785,1.1713558921827874,0.48928662794948885,0.861027491135024,1.367439114971083,0.6484118956691534,0.8106349308971658,1.2791011478842285,0.8654755013205702,0.8362467897237105,1.39386510276724,0.8507474402448316,0.9025195122237327,0.8471408319100574
2021-01-02 01:00:00,0.9916350710900476,1.1443400081732733,0.7780010790396547,0.885104062068782,0.8409045278895886,0.513247757229701,1.2120486491782079,0.8213301970646094,0.5055083523486317,0.7875713698890868,0.9975333324515573,0.6156442081445234,0.8686900994395007,0.8481023727659078,0.8081516301273974,0.9886036891799448,0.8240116797915437,0.7701316982541787,1.0260960005155473,0.4791448434590084
2021-01-02 02:00:00,1.0188151658767772,1.137964854924397,0.7811302940383058,0.7266196368002377,0.9814284098358528,0.5682635274129322,1.1271780416393862,0.9592399843354484,0.5984930408745452,0.635557247521081,1.1874851526910433,0.7261224252896745,0.6652711580753785,0.9472659243253339,1.244779786583385,0.6069401481079727,1.1074231825976348,0.9857250677284491,0.6666876840430475,0.805848841859972
2021-01-02 03:00:00,1.1038625592417062,1.1108704536166734,0.8366738602643647,0.8730152355319712,0.8412458171582717,0.5440604114824518,1.1499237000507014,0.727275552540167,0.4510745121724396,0.8165517358139682,0.8303040802718198,0.561700232286921,0.7221486189493477,0.6407403919824429,0.840692701482862,0.6725019112312157,0.6538434031336051,0.829760822896912,0.5973309787846206,0.4941113700574441
2021-01-02 04:00:00,1.131042654028436,1.1730281977932162,0.8683571621257081,0.9334630234281227,1.0452346692348893,0.7504184317935534,1.3826929591879842,0.9688936238593507,0.6806545629275468,0.8951039027901938,1.1190589776716267,0.821354459420401,0.7281012197088733,1.1004765380127735,1.3635066086549283,0.8270693543842033,1.1690624506316452,1.3419119792218495,0.9024314808191966,0.8270134980267982
2021-01-02 05:00:00,1.1757582938388624,1.2216387413158971,0.8816563258699757,0.8251889114570902,0.9380365261436707,0.8037492869143893,1.0121265293149602,0.8207627268746153,0.8591678757557618,0.5682355975625316,1.1427510771256886,1.0447229914338625,0.6030862743073311,1.1064382705942861,1.3594711640646897,0.6443185505081971,1.1664638807035257,1.0939551331514614,0.7147833279396757,0.87563505448976
2021-01-02 06:00:00,1.1775118483412321,1.2742337556191257,0.9047342864850283,0.7433952426788113,1.1874994622205597,0.7560317990473381,0.8581639800269774,1.2739531654103597,0.7480883837805238,0.5628115426181317,1.3363325736057208,0.9712066008126063,0.6196332935583725,1.046521520748128,1.4852708149620308,0.5782000108934718,1.2839472556184603,1.192028126205767,0.6511052922188767,0.6996373340224173
2021-01-02 07:00:00,1.1161374407582938,1.3021250510829587,0.9305503102239007,0.9302925631547434,1.1781156691412626,0.8472265527309316,1.1382419413652136,0.9341150344685285,0.952878581951326,0.6554269627712557,1.0675888160933031,0.9995138318594589,0.7239356712148274,0.7420398755850526,1.4259311116310187,0.72860259491479,0.7758798208735849,1.3609747455330565,0.7868247367809995,0.42758620472232317
2021-01-02 08:00:00,1.0118009478672985,1.1754188802615448,0.807728621526841,0.6634426406291773,0.7667545536531094,0.5537198828115517,0.8806513806159073,0.7315285385646041,0.600490998354473,0.5684755849114184,0.9446916794548419,0.7115398066779771,0.6052302175100229,0.8903760382173137,1.0640570049481377,0.6624228374066887,0.9914683283745832,1.1036822033107954,0.5819128110862509,0.5838948335708434
2021-01-02 09:00:00,0.9898815165876776,1.1499182672660402,0.7768276234151604,0.7460945424644022,0.7641968342410318,0.6530317617257168,0.8453140406282385,0.7317132338818331,0.6215976092589339,0.6188814132452298,1.015943073715229,0.6664994247800028,0.7103874437089273,0.7255404369531561,0.9622221241451582,0.7684185956034397,0.7060071835703122,1.004235779447099,0.8156004258705599,0.49688012247542696
2021-01-02 10:00:00,0.9854976303317535,1.1036984062116877,0.7494469921769624,0.6721527294439323,0.9596032301940995,0.6475082141257372,0.9478328088166291,0.786685379631499,0.5905006929879899,0.7537398573477604,1.1296592948055808,0.7065996988107437,0.8772371116545314,0.7744643666983685,1.1214964604258795,0.9888645139761755,0.7598553825834329,0.8189475293048545,0.9431330501159064,0.4892005349107044
2021-01-02 11:00:00,0.9890047393364929,1.1355741724560686,0.7619638521715674,0.8953029254836546,0.9210468414720945,0.655391129714281,1.260851930582388,0.9109126515881295,0.591351664708425,0.6867322175417132,1.0878492416291239,0.6641641047586149,0.5890678808215419,0.8398281126040427,1.0595904961772005,0.670668787090074,0.784633934103101,1.0862771257698527,0.7596934144298464,0.5494711395583562
2021-01-02 12:00:00,0.9574407582938389,1.0829791581528403,0.7553142702994334,0.716678034074494,0.7147276319549007,0.5820601043595512,0.8644774484360955,0.7411553671570689,0.5246848172811943,0.6383220516846221,0.9584750349678525,0.6594908975505509,0.6260315559314745,0.9235406625334781,0.920387896113509,0.6694461044815749,1.015425282282475,0.7575532728738399,0.6050450263727675,0.676710856111606
2021-01-02 13:00:00,0.9276303317535545,1.0606661217817737,0.7083760453196655,0.8211768723533847,0.7464517353699324,0.6380661934301093,0.8514160271053888,0.6702174543540917,0.5943905495713137,0.6186038292611691,0.7896633174369097,0.5721916449311938,0.5104532609790431,0.7604531698741253,0.8198315587147437,0.5075703615079297,0.9614279106762309,0.8515868300389979,0.5498213444035833,0.7147383130812295
