,sink_m1,sink_m4,sink_m7,sink_m8,sink_m10,sink_m11,sink_m13,sink_m14,sink_m16,sink_m17,sink_m20,sink_m21,sink_m23,sink_m24,sink_m26,sink_m27,sink_m29,sink_m30,sink_m31,sink_m32
2019-01-03 00:00:00,-0.3646572735842614,-0.6745322538373577,-0.2891313166435048,-0.5336132276145461,-0.40101989248965036,-0.45261244002200096,-0.3486564513500579,-0.6143308288693378,-0.24801620346371175,-0.44810453301742,-0.403879801270317,-0.5411817287629782,-0.2215712630501195,-0.6351561332470584,-0.5419676319756911,-0.3727065604348085,-0.38728538155027137,-0.6792318296609199,-0.1872344112515898,-0.46507597976663
2019-01-03 01:00:00,-0.3597523134378949,-0.6438185326389173,-0.2786929003776789,-0.49584984816844707,-0.29464618862119313,-0.4630656192185348,-0.4058005203790488,-0.38810344541552094,-0.2235548302117651,-0.48779411972037656,-0.3107619236325146,-0.36068059097534005,-0.2610572290833269,-0.40768770743346655,-0.37089482997756207,-0.38490510992298593,-0.2663565308678237,-0.42822217672868956,-0.19448840228663816,-0.29985465774884795
2019-01-03 02:00:00,-0.3552560999703923,-0.6174187069995063,-0.26673159901924665,-0.3883284690967223,-0.3523857413941563,-0.3694225508294775,-0.3043902183779417,-0.5269962029122905,-0.1967724872826693,-0.34701059570868337,-0.4495406173491353,-0.41072218884178685,-0.1975259823618951,-0.624337108054941,-0.41798179669224755,-0.3071837965353985,-0.49334965158537675,-0.58995605705456,-0.17419381056172306,-0.6446777085067885
2019-01-03 03:00:00,-0.36671205418611774,-0.6098845795443004,-0.2817435989936119,-0.42599981524218133,-0.272365941920943,-0.4521461287402459,-0.3228483677069542,-0.5219228857769157,-0.20638109566112772,-0.4325470278350649,-0.36424610127827867,-0.4147729728900934,-0.2397250224095109,-0.48537504896112704,-0.34312482073679745,-0.36361054733440984,-0.39677343264482884,-0.4247730994387683,-0.17759258452686613,-0.3807701182582359
2019-01-03 04:00:00,-0.36861217388245787,-0.6261376367561357,-0.2927044289158012,-0.5547502421133729,-0.26744539426221864,-0.4878947176117029,-0.35839235367289,-0.4652048660187935,-0.2438924799436834,-0.4502541351482749,-0.3433486765733891,-0.48471531715809774,-0.25171827919331896,-0.5561159526479383,-0.3918824389396667,-0.5382882596589467,-0.4562788139397772,-0.48241743203030324,-0.32042233118415725,-0.44389761414619466
2019-01-03 05:00:00,-0.3965505617431806,-0.6604665239512272,-0.2981552732925733,-0.4474581783627093,-0.3673218446512985,-0.36063364641519213,-0.32667683628232336,-0.705108109269208,-0.18975387961914345,-0.3749742910870591,-0.493591464816778,-0.45359072045026116,-0.1961709783352159,-0.6973009950814169,-0.33197409795151495,-0.39328641858832025,-0.4515382411444145,-0.4720833162221452,-0.21125045490127642,-0.4909452088294717
2019-01-03 06:00:00,-0.4239365892270604,-0.693246054290611,-0.31093962258131386,-0.6048089670145145,-0.35273470429979087,-0.5169103440610735,-0.43859401657611835,-0.5211115293391358,-0.3139733976542417,-0.4503350748220936,-0.44519002825076953,-0.6967015256300468,-0.2544022054675946,-0.6835628392750638,-0.6683141131011953,-0.5415942614845618,-0.4053965261761287,-1.0265923352098731,-0.29767157611853917,-0.42696284783426675
2019-01-03 07:00:00,-0.42405810850996584,-0.7186737344519311,-0.3210823330039153,-0.5338048397184127,-0.3265150200837087,-0.3815610004180648,-0.4022687286219233,-0.5106808219071192,-0.16656339652576127,-0.4730380346557043,-0.46778176859898796,-0.3197702269669348,-0.28686286963111307,-0.626561468109945,-0.2443579016582689,-0.48460362432116616,-0.4561477134114757,-0.37704828765540616,-0.29529659317365614,-0.6499500920273206
2019-01-03 08:00:00,-0.4371711438562204,-0.7484304999453752,-0.32224051422321137,-0.5623332422924036,-0.40202637908970834,-0.47737775302920854,-0.5020981411703936,-0.6960614266168268,-0.21120987022650933,-0.6777813624217882,-0.62849553778133,-0.49713698127184947,-0.34129586068145584,-0.807740447809325,-0.3638483292841636,-0.6616219977492462,-0.5661894382393559,-0.5831531157430007,-0.43154045721468093,-0.5747202725889058
2019-01-03 09:00:00,-0.4181036636475975,-0.718931960594549,-0.31738108153288824,-0.4994769117610236,-0.30851005274373894,-0.427259629234072,-0.35566965848631,-0.5520688009238044,-0.2584942680299652,-0.3814211177724379,-0.48723197138782326,-0.4801547780034401,-0.21388418236328616,-0.6725464108193278,-0.4544796466909329,-0.352069447065911,-0.4796719269133151,-0.5998317573260572,-0.20802017623770147,-0.5893840051610298
2019-01-03 10:00:00,-0.40441617350942605,-0.6879144439342053,-0.303719471575915,-0.525743029703447,-0.4360457203684424,-0.48472788150488455,-0.38184864139864605,-0.7745620555887759,-0.21148471773349653,-0.5494354636987212,-0.6317082161106884,-0.4056495967224415,-0.27871010409162533,-0.9751948587657382,-0.40860350850014926,-0.4923707445849532,-0.7600452080014348,-0.4775227711611091,-0.2304666755142598,-1.0216196941730993
2019-01-03 11:00:00,-0.3954458409894945,-0.6587956489107581,-0.2784859062874217,-0.6241960182661753,-0.4174185643133024,-0.3676485760141005,-0.4308751873484085,-0.6328096678509166,-0.1605437392306661,-0.6074702787320477,-0.39809415110239665,-0.26723676904268695,-0.2970445811796137,-0.562925013102731,-0.24710238519114505,-0.4270280514417025,-0.3572217499738475,-0.3274905836375471,-0.19317996354375658,-0.39148541101601403
2019-01-03 12:00:00,-0.3876244180533965,-0.638350214324655,-0.28259128907752223,-0.4336103959180035,-0.2734740750469256,-0.48618586473295367,-0.28920691675622107,-0.3814806861415653,-0.29052155778635524,-0.4140577242692148,-0.26569348801617565,-0.660012928724874,-0.24333337673893313,-0.3213814896593984,-0.5384621760312119,-0.43003625868681883,-0.26549555967351773,-0.7030466502007547,-0.19916191488644494,-0.3605601811082112
2019-01-03 13:00:00,-0.38347066801953655,-0.6437577735465367,-0.28055584718999343,-0.5500232494776378,-0.39804014920805764,-0.36245638915477246,-0.47196651856148775,-0.6940876756061546,-0.22947456999785426,-0.5608978456348407,-0.5806752396241658,-0.372788910443715,-0.3724032082540754,-0.7306254002302198,-0.38364461152934803,-0.6568490649865427,-0.5466789100646386,-0.577632820035144,-0.4150158678144655,-0.5985010778750047
2019-01-03 14:00:00,-0.39587668208343213,-0.6572462920550505,-0.28910667448990274,-0.5218893202366754,-0.32800654156165926,-0.4742525229352537,-0.38932167046571026,-0.49097725481087573,-0.2922637362337042,-0.4981673680777877,-0.3118177946804447,-0.6659765599418574,-0.3282189170757697,-0.3892611436063081,-0.5596389953627205,-0.5265268834474015,-0.2752211077923151,-0.8609052553485929,-0.24703502362869534,-0.3462557102103339
