,sink1,sink4,sink7,sink8,sink10,sink11,sink13,sink14,sink16,sink17,sink20,sink21,sink23,sink24,sink26,sink27,sink29,sink30,sink31,sink32
2019-01-01 00:00:00,0.8022511848341233,1.4092970984879445,0.5996358241165363,0.5151385788765259,1.4179712319471725,0.47760106512383355,0.762354730167187,1.131139405737175,0.4556931380306985,0.41370538593474127,1.212559661605773,0.5297727910602247,0.4053687802604936,1.1406547897073422,0.8167433650529567,0.3444018178588298,1.3838073019517294,0.8078483890799093,0.386504096839497,1.1053477626149426
2019-01-01 01:00:00,0.770687203791469,1.3502247650183898,0.5953331534933909,0.6883517905107636,1.028780239672439,0.42478098411832443,0.7320307947663847,0.9383785514197422,0.36161441364571395,0.5834780489479177,0.9092220531043992,0.34554971594996986,0.6152743862344004,0.74600592938769,0.4677042807912329,0.6940188679102266,0.7818192424603186,0.4767095786454565,0.8069549479150209,0.5091294847207923
2019-01-01 02:00:00,0.8215402843601894,1.4526971802206785,0.6352306447261936,0.5831625829658103,1.3243856657951036,0.47619990762378234,0.664458955651271,1.1016518088808254,0.5127165464723179,0.397569733905489,1.2392995793777744,0.6704710630753298,0.3296528581422752,1.2630474820837887,1.1883555165346196,0.3564189644508443,1.505930059500281,0.9943390122384603,0.4168601992220515,0.9895183256187654
2019-01-01 03:00:00,0.8697630331753554,1.445463833265223,0.6520501753439439,0.7118645378464652,1.2377715123260362,0.6000825287040378,0.9949420291826214,1.1973509766798722,0.6312191674523685,0.7806230422724375,1.1442478314933529,0.5890370082526833,0.8741388874077478,1.173695438142753,1.0622228044617201,0.9648213536745508,1.2554788693034864,0.7626677809485536,0.8582984317978578,0.8180345382459459
2019-01-01 04:00:00,0.8872985781990521,1.56722517368206,0.6751281359589966,0.7960838616684921,1.503375047795599,0.5742764400231867,0.9055757152922127,1.4803544436568756,0.5097548149282561,0.6452123043824272,1.957553777800474,0.508250270354975,0.6027475850123465,2.102060196029224,0.8406657001653861,0.701650172558318,2.30607300670944,0.8177390816368507,0.6260571414882374,2.115377235523296
2019-01-01 05:00:00,0.9600710900473933,1.588925214548427,0.7130698678176423,0.7313976077485702,1.221866865318603,0.6131597839171143,1.1281650402225674,1.0355474215549554,0.7039937218815242,0.8073482144390753,1.2302513009508655,0.6810829118454775,0.892266821651715,1.2970672067064088,0.86538915692792,1.0426274180465323,1.2547939399999077,0.9257071956958235,1.0995525740562706,1.0728175251712029
2019-01-01 06:00:00,1.0214454976303318,1.668492031058439,0.8006878877798759,0.6962687709790943,1.7216291892372333,0.5532050231933321,0.7465795925165154,1.8979008428065198,0.5233235646565807,0.5746403823848578,2.6300594086450646,0.5274885814691113,0.5197443498797019,2.6970845920259787,0.7577920573618625,0.5803997291646082,3.1023029477074178,0.6780231111526133,0.558145276937576,2.49905150703409
2019-01-01 07:00:00,1.0258293838862558,1.7625255414793626,0.8186808740221202,0.7051413250044061,1.360770217781052,0.7580217748883372,0.7944532743114825,1.5178468814857637,0.890493202462282,0.5463748055680081,1.639653834797544,0.8186478510965446,0.598110869018177,1.6205905830334155,1.1544012216325525,0.6131147143590863,1.4283243668346843,1.0659596247219212,0.5535035170014692,1.1795517495109855
2019-01-01 08:00:00,1.0231990521327015,1.8517368205966491,0.8061640140275155,0.9129145103624046,1.7179670895909596,0.6931164956867092,0.9856307827547129,1.3908338358214065,0.779645074823267,0.6329899014695133,1.2958119401568753,0.9749306006737513,0.6336555909596181,1.2835011528689788,1.747620352708922,0.6724255214958736,1.3959144020945253,1.8546326081459659,0.5355830676305723,1.263848941777183
2019-01-01 09:00:00,0.9714691943127962,1.7456477319166328,0.7795656865389803,0.7523869140251739,1.6767949655605996,0.6819975643125464,0.9824456264675943,1.7761653089046843,0.7297180455203199,0.6208728240707097,1.802624847084873,0.8477383647750847,0.6678154160225699,1.589572462817338,1.1089407160322868,0.7663277075136636,1.7246173936417053,1.0388454334110064,0.648593180918275,1.235854851671204
2019-01-01 10:00:00,0.9276303317535545,1.5057417245606868,0.7165902346911249,0.86842930984698,1.0692776588845512,0.6250300914869998,1.1598526418146171,1.1681012581214307,0.645061693578455,0.899888341939661,1.3441786281746566,0.7859661533095857,1.0526051821894216,1.4354013956549612,1.354086648280061,0.9773865698344268,1.27256651554484,1.2904651310919864,1.0120209824063697,0.7992789806307158
2019-01-01 11:00:00,0.8566113744075828,1.4273804658765838,0.6614378203398974,0.7135451284729051,1.4415772757808893,0.4809147268630674,0.9973384610159979,1.4733639737597404,0.45020959850976133,0.5918203730394079,1.4158480191723106,0.5999257346073068,0.5477259873532443,1.1154675674271728,0.882540924988081,0.5959926925562956,1.177612288892053,0.7238128265227324,0.6155265888285181,0.758586564517611
2019-01-01 12:00:00,0.8925592417061611,1.3695136902329383,0.6739546803345022,0.6263089773783245,1.3486748129047608,0.4919621525093359,0.8337243858069048,1.1956306281421833,0.40440716772901986,0.4734854586204508,1.281243505585483,0.380133260991471,0.4294037698604626,1.0521255778818028,0.6121352555895972,0.42060561726757845,1.097615765931802,0.4562231070617376,0.4934342543553116,0.7779458931331591
2019-01-01 13:00:00,0.8452132701421802,1.428586023702493,0.6477475047207983,0.6325714094942396,1.4035346611004607,0.5549986542920006,0.8134154158161686,1.5718075232023179,0.5506691165051333,0.5024363538365557,1.6233854125703107,0.5584917753207883,0.5765191150014694,1.3621731395040007,0.7337061106336245,0.5673904365511053,1.244298833192652,0.536407547818162,0.6494465213192679,1.1140501202589848
2019-01-01 14:00:00,0.8495971563981043,1.3779525950143034,0.6352306447261936,0.6835272867364871,0.963801603909528,0.582437552751955,0.8956013075616502,0.9027420747275906,0.5618802691352354,0.6775287616276969,1.105113473088097,0.6248092691414794,0.5623135835954146,1.0321539754660152,0.8911101532356661,0.6587206788616072,0.8898507468682387,0.7261701047301898,0.6054456652299274,0.8087223068129351
2019-01-01 15:00:00,0.8136492890995259,1.359869227625664,0.6277987591043971,0.7261658182935027,1.298143122371448,0.4333352970265155,0.9205508559421086,1.4102884842971894,0.4731729135522344,0.5401347086541084,1.5048765945586668,0.43772245815842514,0.4564352761927554,1.3854903354424124,0.7175003584161044,0.43275436647039534,1.4366202169091347,0.5372796829033548,0.4180108531719064,1.3044869540858066
2019-01-01 16:00:00,0.830308056872038,1.371924805884757,0.6410979228486646,0.52821616901446,1.0685321071799807,0.4359399072763089,0.6197311262399321,1.1372534778196697,0.36623628414820664,0.45924404215869385,1.0836877632132809,0.4677903372274327,0.39024643682476307,0.9471392964942873,0.7312015456561697,0.3980464067885193,1.2114089433091886,0.6135481472527438,0.3377592244213143,0.902881661758912
2019-01-01 17:00:00,0.8732701421800948,1.4912750306497753,0.7036822228216886,0.7414214013734646,1.2334495507901888,0.47317378383201214,1.1224720562674462,1.1978876245500611,0.43878950389531346,0.6604068029438609,1.650024709740208,0.5263253511490652,0.6383757136761213,1.4097423937293498,0.7667977818939896,0.7614352595928333,1.328502037649972,0.6382215208265336,0.7268173736381278,0.8694879981784486
2019-01-01 18:00:00,0.9574407582938389,1.668492031058439,0.7936471540329108,0.6581423073567205,1.3537051288695559,0.5989684499945779,0.7585485358784444,1.4449103385602402,0.6397683812487455,0.5513704108917279,1.9132061062075416,0.6415117955629318,0.5361267129325,1.9679119901561242,0.8505975692971206,0.47172074560460564,2.4375640848553672,0.740254586613957,0.3734007047041063,2.0600065863512986
2019-01-01 19:00:00,0.9670853080568719,1.6865753984470784,0.7819125977879686,0.657935348258101,1.4975451211237025,0.6167680654525451,0.8137244229854649,1.6517438332024037,0.5613178930464606,0.6154038259008026,2.286754142343583,0.713822179326849,0.6483093684861013,2.349169777087095,1.3207852806347036,0.6967361318824874,2.489447227651178,0.9517654588915779,0.6767824233180484,2.1425344636434485
2019-01-01 20:00:00,1.0030331753554502,1.7203310175725377,0.8116401402751551,0.6512534131316086,1.6566683622683236,0.5653961752063724,0.9525765015479151,1.4165542213801006,0.47145559653012087,0.6301051642474292,1.5644401562614718,0.611891277731693,0.508848316319826,1.3273108140892895,0.9413551312240159,0.48933956866798517,1.6799520718421077,0.9170600129152342,0.5536134065897069,1.3216060794667206
2019-01-01 21:00:00,1.0039099526066348,1.7444421740907234,0.8014701915295387,0.8756429012408609,1.4825978713526953,0.5129602179188726,1.041650185780618,1.4953322477084807,0.4482978100467943,0.6196077900287799,1.8764330658290649,0.5050577847726048,0.7398160946115182,1.7039911489460633,0.6887627837659369,0.8060655155952532,1.8705841528936673,0.7160936139619659,0.6536141918310931,1.411489689932246
2019-01-01 22:00:00,0.9872511848341232,1.7408255006129958,0.7924736984084165,0.6397885653611,1.229309444528857,0.6884440681319773,0.7205171455989037,1.1414828861101023,0.6735268416893831,0.523108122449842,1.5698286151160148,0.6777289038987032,0.5580774603089756,1.232978806373784,0.9456569996357108,0.6499690305773538,1.2674593341628002,0.7147218605716352,0.5207929206692873,1.1420713394332653
2019-01-01 23:00:00,0.9732227488151659,1.7504699632202698,0.767439978419207,0.8184446774004048,1.6674371594819686,0.501971339892833,0.8584267925098314,1.5382874964412043,0.492694094345704,0.5988605471674147,1.8002417027283555,0.5191138958754884,0.7157307276839746,1.676231388294594,0.9049965177092121,0.6097829594992175,1.8666023564645777,0.8511115403244217,0.6766794578514757,1.4297571254226997
2019-01-02 00:00:00,0.9705924170616115,1.7058643236616267,0.7517939034259508,0.6107965269735847,1.7416299096449217,0.5410433219445484,0.6715465730635886,1.9134873917046231,0.560245567400958,0.48533430992355564,2.0302737882433903,0.68449685003938,0.5460272783104074,2.1385904825538473,0.9013214903331386,0.551002648504861,1.9301930860632424,0.8756481219288883,0.4748331116254039,1.705815637119269
