,sink_m1,sink_m4,sink_m7,sink_m8,sink_m10,sink_m11,sink_m13,sink_m14,sink_m16,sink_m17,sink_m20,sink_m21,sink_m23,sink_m24,sink_m26,sink_m27,sink_m29,sink_m30,sink_m31,sink_m32
2019-01-02 08:00:00,-0.42258882990756313,-0.490668803948849,-0.33724758576685626,-0.3688874673987973,-0.46606692065115063,-0.2689527442308687,-0.392848195517526,-0.40436080928253343,-0.22907998556090753,-0.26030311289936015,-0.5940243223830228,-0.28760898262238926,-0.23376806631154656,-0.5397231135674401,-0.494708220457455,-0.191477521994349,-0.6898417345784211,-0.3870329475761357,-0.17857610509602578,-0.5286802462111531
2019-01-02 09:00:00,-0.41337545882182075,-0.48010599021073436,-0.3242562423878585,-0.3529063580178816,-0.4268224707318026,-0.2192692297483737,-0.5112994400928833,-0.46084215863210853,-0.20866672960470642,-0.35488776958787477,-0.5757221437826758,-0.22110692029503543,-0.3197521862022455,-0.49602739031039,-0.3825025610472717,-0.2609742191917304,-0.6024903946041212,-0.2809442876824408,-0.23266718744402023,-0.4024270917071554
2019-01-02 10:00:00,-0.41156371678577547,-0.4606571592119432,-0.3128764958544346,-0.30687014647852806,-0.33833362044021253,-0.2842678554559269,-0.3584184771211288,-0.33169279746994895,-0.25079971540522955,-0.25109129662272095,-0.41091787606220503,-0.2771632672256095,-0.2938783777438374,-0.41273337738155785,-0.458904758164468,-0.2688342692217639,-0.5107356343714051,-0.47123896531014875,-0.22353178670114351,-0.35191342270992015
2019-01-02 11:00:00,-0.41274576799221957,-0.4742321821909652,-0.3181597735867128,-0.2750855825905722,-0.4254147813476574,-0.2744679297399495,-0.38197042774600126,-0.4634621576537505,-0.2604544182976737,-0.23567719906130472,-0.48985156206149694,-0.31397177952683347,-0.2354436764951762,-0.3576617935884576,-0.4879583057410037,-0.22690488362330322,-0.4761036172996049,-0.5201291614611523,-0.1868942770491979,-0.2824108716947908
2019-01-02 12:00:00,-0.39974320472133357,-0.45210248496776667,-0.3153111406303165,-0.2958457418714457,-0.3547575821978137,-0.22942013165455766,-0.3549373092975309,-0.3482907456192461,-0.21872785952093,-0.24388701782649339,-0.4346376634544539,-0.19820376515405844,-0.26334752257111593,-0.32449889296613826,-0.3048729617114903,-0.23986496421753278,-0.3470065665357737,-0.28927621381345564,-0.26005774229322626,-0.23548113866639495
2019-01-02 13:00:00,-0.387348237864975,-0.44274455492601494,-0.29570584322453014,-0.31787735545054835,-0.3385341287601951,-0.2352117340910906,-0.36439782550199634,-0.36119909411667905,-0.23379848910316334,-0.28601143598621265,-0.4700619856570883,-0.22493473693233745,-0.32512770926597195,-0.4489206587875377,-0.36014986287927303,-0.3885469039587573,-0.406246080127768,-0.2930673619956593,-0.3384450223044576,-0.2863031783514725
2019-01-02 14:00:00,-0.37807963074154816,-0.4425537816740908,-0.29137375262129084,-0.2612063230897443,-0.28574005113651124,-0.26182553465401587,-0.3359034513986135,-0.3331261971657979,-0.2977487641971996,-0.20000079111359204,-0.40040667490969933,-0.2737481839032044,-0.21737616715589184,-0.2769430598406112,-0.4987911460126454,-0.183164086590403,-0.3446353729998319,-0.5070183532050632,-0.17754606773604112,-0.22410245667521586
2019-01-02 15:00:00,-0.38945825450451554,-0.4396118573154713,-0.29840169482859386,-0.3248849459595971,-0.38718152805263545,-0.2144526778525102,-0.42495489044517204,-0.4245105559914496,-0.24709721670695542,-0.2679120502306657,-0.5323549442378183,-0.3286610311299464,-0.30361364383884887,-0.37418740580804233,-0.42516771893559846,-0.337745570782254,-0.47718271455529165,-0.3123978742728789,-0.28482816680809775,-0.36373953116105523
2019-01-02 16:00:00,-0.38826515609053447,-0.45896028133956557,-0.31004264819019944,-0.3492874840076817,-0.4178747060563494,-0.21185823582997632,-0.508360200133523,-0.4775734935214887,-0.18936562156160408,-0.34517093505442176,-0.5332750380179317,-0.1838432117860801,-0.37161031378487425,-0.49949528893532824,-0.2942471655505272,-0.2976153596657553,-0.5557075656314485,-0.23133271443092285,-0.3212315691660491,-0.35807753898709566
2019-01-02 17:00:00,-0.3877127957136914,-0.45104821173344906,-0.2982045575997774,-0.33511140417422036,-0.41021289998215976,-0.23578388080092658,-0.45892182548579913,-0.3725407970238296,-0.20392648560665086,-0.2627993527709789,-0.37991761897248266,-0.22054401189755743,-0.24911243376344377,-0.3721849089794284,-0.31461411302092984,-0.24981541071760502,-0.4932154835389515,-0.2849847425697622,-0.28403989701981647,-0.3453824990911969
