,reduced_states
0,4.160244019787316
1,4.2046927621240755
2,4.335716153980871
3,4.526093939411302
4,4.531704358082187
5,4.502429207532632
6,4.269599158909879
7,4.41542921718216
8,4.738529923888793
9,5.109649122987602
10,5.445249862566878
11,5.315961609136614
12,4.944270649632577
13,4.641177796858522
14,4.515020478078018
15,4.329811481531644
16,4.0377570146108575
17,3.7458834957262463
18,3.649303908532457
19,3.6449250054275493
20,3.7264362196053744
21,3.9245713710170866
22,3.743011198785823
23,3.860826103954452
24,3.9403673566938675
25,3.8387498758695346
26,3.6789821476312876
27,3.565652871732511
28,3.3981159944713983
29,3.0350896110068626
30,2.763824543203609
31,2.716103189867313
32,2.8174454443998593
33,3.1902436815179067
34,3.4684034117332208
35,3.978568827159942
36,4.410332780915853
37,4.305931345594586
38,3.744720531290188
39,3.499002517661502
40,3.6252210943862044
41,3.686503585546816
42,3.671469104131632
43,3.9120754284216934
44,4.012901512311494
45,3.683886239546914
46,3.0768489365951393
47,2.6725789528330384
48,2.5761036184507655
49,2.4347727547024727
50,2.4576312598743786
51,2.397718712791241
52,2.5105206449343074
53,2.551068361337631
54,2.5535521053748296
55,2.400999875791419
56,2.2955060633429487
57,2.021595294912709
58,2.2361913593748075
59,2.6411483741878743
60,2.8892183480799276
61,3.1982835173118502
62,3.32092669902343
63,3.510228031165089
64,3.554963062962753
65,3.3642783626350528
66,3.064934627382179
67,2.872762750824975
68,3.350955797256479
69,4.199515610128361
70,4.796881071500986
71,5.288328513570713
72,5.49430989849227
73,5.574281422311018
74,5.645637225662169
75,6.021985803286452
76,6.271600942016183
77,6.427653036673358
78,6.815276745052675
79,7.225489240232629
80,7.641846119142138
81,8.432980347213451
82,9.162309857059658
83,9.968247438364049
84,10.284424883131193
85,10.46829731347259
86,10.484895880954587
87,10.215518091955891
88,9.78302029362833
89,9.168222014455955
90,8.875980953695715
91,8.794632304839565
92,8.718471670704115
93,8.626795070116005
94,8.676783067356038
95,8.72691641706006
96,8.89482053926483
97,9.115064884037867
98,9.082763406861675
99,8.958461072735815
100,8.825114609392083
101,8.966286560936306
102,9.131044038715432
103,9.220311257633899
104,9.252850132229744
105,9.606196660391836
106,9.959633137564708
107,10.308650866791018
108,10.781787887638416
109,10.927504044395649
110,10.841892897983001
111,10.538507284993713
112,10.287821286600725
113,10.434919810925704
114,10.696286020393966
115,10.818899864411083
116,10.891585040343006
117,11.026643474000874
118,11.07125055416039
119,10.956440765643501
120,10.910625600075745
121,10.949846336936824
122,11.04977015352029
123,11.050818784280233
124,10.843511589763336
125,10.960095345725962
126,11.1627764521993
127,11.47655399588564
128,11.537907719102156
129,11.640890413972421
130,11.892416925205042
131,12.39588128246836
132,12.694072223490808
133,12.434529357696634
134,11.879210543503488
135,11.567680545245745
136,11.300824619282162
137,10.779166457806106
138,9.930541507794945
139,9.332061063321573
140,9.326435642852815
141,9.415036663505433
142,9.44501761921646
143,9.734495065023161
144,9.888972965748492
145,9.979606980179554
146,10.115983925994755
147,10.359417648606325
148,10.321212849688818
149,10.219361759639638
150,10.354153311588963
151,10.693985118987626
152,10.942128756307486
153,11.151492408904765
154,11.57632375352213
155,12.015793202509425
156,12.084056085869932
157,12.09704711646992
158,12.236516274195166
159,12.204333208925176
160,12.266752027549929
161,12.15063380810448
162,12.011763216501075
163,11.780732140683147
164,11.778580015830968
165,11.764474889346847
166,11.882129853163237
167,11.921793736346816
168,11.949432462323173
169,11.971578303758841
170,11.819540989264093
171,11.570947588768211
172,11.52276486853327
173,11.581836119680142
174,11.609833331091732
175,11.693766300850747
176,11.827107445717424
177,11.994180538003732
178,12.20669061970089
179,12.505048913594958
180,12.884579748380384
181,13.111397369924946
182,13.472752350885747
183,14.047027993123013
184,14.452200382621712
185,14.48570870406075
186,14.16803378578764
187,13.658684834295174
188,13.107164061225578
189,12.97983190802915
190,12.84031400789713
191,12.750211876046798
192,12.45845795082733
193,12.155423117778374
194,11.926491149479897
195,11.944873474238442
196,12.020640639747992
197,11.900271207170169
198,11.661550015186583
199,11.388633113193997
200,11.26758474021265
201,11.337271759049358
202,11.352383805450193
203,11.414375963053297
204,11.512390645005953
205,11.686939553651166
206,11.864162713844102
207,11.85820935286936
208,11.440830600280124
209,10.843137009292436
210,10.377356301072963
211,10.00577741905871
212,9.735344676148927
213,9.545899158229089
214,9.096443108478256
215,8.64275500779919
216,8.335515015887681
217,8.069674558502914
218,7.909226852332944
219,7.634297958333671
220,7.4033652203853775
221,7.07241579118407
222,6.516903206666643
223,5.817361639158
224,5.346297920623757
225,4.914407988797957
226,4.646684783715629
227,4.646671912433807
228,4.710893354009366
229,4.393575456793268
230,3.8320874356422374
231,3.3291880698688474
232,2.638012680504785
233,2.1635571479543443
234,2.091133240723088
235,2.0564162300043307
236,2.3164120067569693
237,2.6322662183248733
238,2.7203271003091007
239,2.7268339074808843
240,2.3117320400987404
241,1.7374790284754518
242,1.3171562904499816
243,1.0702801249881804
244,0.9236476950550219
245,0.7975554048955003
246,0.7713046329152164
247,0.8545613487733926
248,0.844452056535301
249,1.0874646319686327
250,1.1551910229032991
251,1.1250313187717569
252,1.1249342917271294
253,1.0000820800325487
254,0.7043458643719143
255,0.4787863221413721
256,0.3720110218001936
257,0.37934988675663683
258,0.29072931266916485
259,0.06630973620207924
260,-0.01560435855732207
261,0.03938731400612015
262,0.19268758517525078
263,0.3921993384552783
264,0.6043791637178376
265,0.7180272696445085
266,0.808216380600675
267,0.8542077162350658
268,1.1424132612642655
269,1.3731555732463305
270,1.6851043524220772
271,2.1136606599374805
272,2.549559696559291
273,3.049251816638686
274,3.779007531474524
275,4.72571806923381
276,5.30439750714811
277,5.677160606655752
278,5.737854106164086
279,5.8227236906838975
280,5.751716807273415
281,5.858285030462626
282,5.8582085657866765
283,5.9571120669629005
284,6.473422625684169
285,6.760181726596285
286,7.003124996502049
287,7.18654943445833
288,7.321835228100114
289,7.577659813962099
290,7.395955970111035
291,7.296298772016177
292,7.320869806869414
293,7.419369570770141
294,7.45765230221566
295,7.491829646225457
296,7.603630449889112
297,8.112016882288703
298,8.529464104636283
299,8.993819831151828
300,9.617355816169198
301,9.61697829880096
302,9.234741600026068
303,8.519649311686758
304,7.830894609714336
305,7.183501264440201
306,6.706994935515409
307,6.688969135992476
308,6.4504145366174805
309,6.174147786994029
310,6.065441940759616
311,6.024039486192261
312,6.014376445597538
313,6.437476446212317
314,6.771887917395486
315,6.752222808610864
316,6.838336452947801
317,6.855019510881085
318,6.822905237264837
319,7.02937960729878
320,7.204664722418983
321,7.271368535803267
322,7.325282912757118
323,7.408338511929161
324,7.340706743324361
325,7.4218360139273205
326,7.313615780681661
327,7.29761747099575
328,7.243097815785382
329,7.093136820339895
330,6.845853490235225
331,6.632748443448861
332,6.34796279390005
333,6.398504440814414
334,6.527164976903601
335,6.661226727792635
336,6.782803242129779
337,6.631911995891563
338,6.808572174870951
339,7.121067389849163
340,7.3362184624518125
341,7.52475911995335
342,7.502237994051623
343,7.412655283955504
344,7.205004278308567
345,7.380611069709534
346,7.70741769808227
347,8.36400840917686
348,8.89992498049193
349,8.92009076106578
350,8.395427527909398
351,7.508270665926425
352,6.461894310896024
353,5.638360378972149
354,4.851211351404709
355,4.437768599807957
356,4.276773004663484
357,4.383278704391387
358,4.355401069437923
359,4.3726799983100255
360,4.306541880334689
361,4.29338023743165
362,3.9786277040285043
363,3.524486690792672
364,3.2836791558169667
365,3.024553094708178
366,2.8548830483428023
367,2.6982769606172328
368,2.627703403541959
369,3.1608882016580804
370,3.611250581700334
371,3.924912630730632
372,3.991701137666693
373,4.288337815858502
374,4.265339739274695
375,4.099827999794382
376,4.069350882331941
377,3.9650496237786736
378,3.7896176758706406
379,3.473492650934562
380,3.3427040743690895
381,3.3662007672397354
382,3.303357039112547
383,3.2908608625255398
384,3.082343028058021
385,2.669827012092657
386,2.439748647912004
387,2.2780855154107393
388,2.098792257990436
389,2.0685559687687785
390,2.119703726906738
391,2.1501343501888384
392,2.3694354736384513
393,2.732014011306554
394,3.125262587823255
395,3.5825456643531175
396,3.8217183324238664
397,3.867078306959078
398,3.6829697761681452
399,3.638883449033223
400,3.565671651797539
401,3.7438866876812322
402,3.7758473798900862
403,3.6838458521732553
404,3.6617132349135026
405,3.4323300557298904
406,3.2151188594771507
407,2.982324340881638
408,2.8710438105218814
409,2.6309011914405978
410,2.5205276529360297
411,2.215314286216787
412,1.7678616132832652
413,1.563194810056016
414,1.5103635757662741
415,1.493725927799161
416,1.7139127141583037
417,2.3766108719123338
418,2.8505860648597356
419,3.438050844458809
420,3.910282599786625
421,4.236744384554625
422,4.467431179576533
423,4.3776970559803186
424,4.251761498597665
425,4.145690613883465
426,3.95618117959747
427,3.873582706358929
428,3.7902590896402795
429,3.610979838281304
430,3.311419154989643
431,3.176774363551831
432,3.0397157124102474
433,3.087746490348999
434,3.204284479610762
435,3.440151675511266
436,3.408142097838615
437,3.188700948589594
438,2.921873843305265
439,2.9199593966755804
440,3.110917707591148
441,3.5612123670100018
442,3.761494981300029
443,3.927120959106039
444,4.251100509685222
445,4.374521998289997
446,4.134151450782735
447,3.530470791409298
448,3.1826936816029217
449,2.7255554446087427
450,2.1413108184491167
451,2.0203921239916935
452,2.0602549355079494
453,2.077602498415322
454,2.083088662749362
455,2.0959118278161624
456,2.0709502186558097
457,1.9332812774955253
458,1.662104652592872
459,1.412860131827798
460,1.2820957559213113
461,1.1523043371234607
462,1.0909805540455757
463,0.9172190930418805
464,0.9126578624027576
465,0.9155061519366692
466,1.141330896030089
467,1.4879890419157686
468,1.5382760737818861
469,1.0318896746524815
470,0.46655414276317875
471,-0.12893228493969988
472,-0.686827036143128
473,-1.2101243628048737
474,-1.53311845067405
475,-1.617160446348094
476,-1.51945160646323
477,-1.1989452248054353
478,-0.7965630993421605
479,-0.39945413929249607
480,0.06599721083687585
481,0.17974238761327532
482,0.21389856906572852
483,0.029957190700078632
484,-0.22605421625733177
485,-0.5532872042467283
486,-0.5453958891748595
487,-0.3872609572482755
488,-0.13889852648399334
489,0.447383480674368
490,0.937888331086418
491,1.514706820527663
492,1.5986464908114837
493,1.1954203727909274
494,0.5356929715601959
495,-0.18503679322907488
496,-0.8674429927832785
497,-1.3454856327201992
498,-1.5652050462864007
499,-1.5674413408783747
500,-1.2705925086699128
501,-0.8919684357915546
502,-0.4808523384323393
503,-0.2769080993849987
504,0.040044399928541474
505,0.4011760015744254
506,0.6394018057608692
507,0.7618563720639349
508,0.7053964908710196
509,0.6731478252598652
510,0.3280850319483347
511,-0.11117415471641273
512,-0.29124450717964845
513,-0.25202082805320297
514,0.035360742002487365
515,0.7172657799245614
516,1.5652066950868428
517,2.069256854510044
518,2.0118385907052754
519,1.6563003528518327
520,1.3226564835911403
521,1.152826422030066
522,1.1757522720763618
523,1.1576519530836051
524,1.5832191160478664
525,1.9304577771803213
526,2.2434420308176923
527,2.458634099287039
528,2.609047133068781
529,2.7712639445004
530,3.2088325452576245
531,3.231754135467698
532,3.1179811412908567
533,2.934968843352938
534,2.961890881107865
535,2.8804812272337457
536,2.604235912444131
537,2.3352915350434387
538,2.4372941205327097
539,2.8888925265341707
540,3.2412964290067388
541,3.5014812465640235
542,3.779235544577037
543,4.127455804058046
544,4.533880403788536
545,4.7129760147242905
546,5.208129662969206
547,5.597658540759778
548,5.519069393391965
549,5.455827305751707
550,5.496833202053738
551,5.866018558480204
552,6.2048044880632975
553,6.092521375715416
554,5.735400585767602
555,5.405462752227677
556,5.132118765944669
557,4.681994242067159
558,4.58758086749155
559,4.664510523016675
560,4.815162579193003
561,5.189425984456261
562,5.389093340008558
563,5.740301883249023
564,5.840379701554918
565,5.649424713673285
566,5.500358161642253
567,5.224754472613552
568,4.751920583381125
569,4.373514495208378
570,4.109202069803054
571,4.07885331398439
572,3.983933069900147
573,3.870337891366697
574,3.6583119861537883
575,3.361068828687341
576,3.0766274921881243
577,2.601859117320947
578,2.086426204296731
579,1.746925578388227
580,1.617412673230817
581,1.6564622832877276
582,1.7338267942848855
583,1.740985102087686
584,2.0763268341898105
585,2.3700739606508168
586,2.6773714315734045
587,2.881202620608799
588,3.0501769953905185
589,3.06990636119811
590,2.8971787618024387
591,2.700295422837569
592,2.3220474303308625
593,2.297415106852718
594,2.242269603534828
595,2.3633593713939303
596,2.7044181083469168
597,3.04227006097937
598,3.4071238278261227
599,3.3782127570876086
600,3.234065418477837
601,3.3486444070025225
602,3.2915178637706024
603,3.2021084919572433
604,3.1735200001474935
605,2.8616491543589797
606,2.5935450289616533
607,2.683292113176768
608,3.2774880461164684
609,3.9904354476453383
610,4.554568667018577
611,5.120906245495575
612,5.353664584120956
613,5.39168356637585
614,5.375923015254108
615,5.375104921923035
616,5.335131755779455
617,5.457516928983399
618,5.534959880879574
619,5.393388972956917
620,5.492858194743559
621,5.654944601986779
622,5.869708910697335
623,5.76758361247855
624,5.7670954078839936
625,5.703470595257316
626,5.683565589520411
627,5.6067773193912185
628,5.402557814631409
629,5.172311310548075
630,4.920714894385937
631,4.906132731385078
632,4.956100153159922
633,5.246370643807598
634,5.309258001850827
635,5.738906148141376
636,6.39948567009523
637,6.546451711722214
638,6.68450084038968
639,6.725167128530097
640,6.595911134933733
641,6.465564398697536
642,6.299994150700958
643,6.027100533179933
644,5.701545667193829
645,5.536715358466783
646,5.500855737340884
647,5.544134844973981
648,5.273660526683206
649,5.297557770103027
650,5.559127304129063
651,5.5570567866994605
652,5.310208906348097
653,5.076422514536223
654,4.781256476949366
655,4.7062731551979065
656,5.151548257156918
657,5.492573000023151
658,5.5344934148435225
659,5.51068449637503
660,5.820475488223291
661,6.29891649628691
662,6.478139677955255
663,6.228205263134822
664,6.073279215375695
665,5.929282986453015
666,5.739449295131093
667,5.515366750833866
668,5.291783332139841
669,5.213499660770253
670,5.310217822849908
671,6.020326338120771
672,6.503356989481901
673,6.553656949420496
674,6.704298209301737
675,6.923297309747923
676,6.8445517219773375
677,6.945724103078496
678,6.868492551620169
679,6.885420188931277
680,7.319113802927519
681,7.874963801697617
682,8.568494631722956
683,9.152341298952614
684,9.388892519889419
685,9.543220203664713
686,9.497791105311183
687,9.413960326353598
688,9.504650211278584
689,9.935737252728938
690,10.046366958266983
691,10.264149262015684
692,10.33476264126997
693,10.244878921598076
694,10.029031238806958
695,9.871682531905881
696,9.860045593551497
697,9.914774118375163
698,9.94379358990032
699,9.889442810901546
700,9.807816029896236
701,9.673527752328264
702,9.48288463998679
703,9.135131893135943
704,9.124006258803611
705,9.38695235863618
706,9.873405882183375
707,10.282176068166795
708,10.593967910174507
709,10.721359213321058
710,10.775078560256153
711,10.679175524594863
712,10.70520910295594
713,10.386613248114271
714,9.913204161455557
715,9.550102666302951
716,9.075459934659527
717,8.646472570137165
718,8.260896730432414
719,8.116312622514616
720,8.01745881236929
721,7.948246017310302
722,7.61463005804034
723,7.105953661745827
724,6.614751448970503
725,5.8361172044692315
726,5.075299518407024
727,4.507452340004731
728,4.432640602628813
729,4.726884779064806
730,5.26484219613227
731,5.842298228442609
732,6.206645023406832
733,6.275184435677003
734,5.927844008460087
735,5.42908762052075
736,4.821390855263651
737,4.2041902297504405
738,3.7723842079557355
739,3.6923750862992724
740,3.8422807560304575
741,4.376149553316169
742,4.880960775629281
743,5.377896284465215
744,5.527950689087868
745,5.520811747681245
746,5.5474298408614615
747,5.432956553482596
748,5.391151115289581
749,5.273964290316492
750,5.395120612218402
751,5.329161008351529
752,5.380187223251236
753,5.851331386242414
754,6.237278653637171
755,6.720425441536322
756,7.10688973707904
757,7.355635473014106
758,7.438430014193761
759,7.652459724619224
760,7.7620043800679515
761,7.945483803304912
762,7.837701630966544
763,7.663525747218418
764,7.68521254853569
765,7.657204104424993
766,7.703290261748742
767,7.71175260430856
768,7.627315069266648
769,7.545757418745251
770,7.550551340655865
771,7.647727364856832
772,7.463423225328197
773,7.388806922579114
774,7.587223739496829
775,7.651663363431999
776,7.6128737522308105
777,7.793209584910029
778,8.738488187999776
779,9.501828968767283
780,10.135777072091757
781,10.538790923852664
782,10.684097211539441
783,10.65099613728975
784,10.461595147374963
785,10.196837902517139
786,10.12535486750691
787,10.171481334598
788,10.179627310249256
789,10.276588275709344
790,10.282568231910007
791,10.324020641720267
792,10.459246858340707
793,10.515605706858835
794,10.57411778461521
795,10.431810138469865
796,10.249006582715369
797,10.245112442348116
798,10.240391015800084
799,10.217590155917627
800,9.880546995120515
801,9.765568969772895
802,9.902841009805993
803,10.081706062803852
804,10.143945310968556
805,9.665520919509781
806,9.289652092910039
807,9.087134369786266
808,9.030214507909374
809,8.836625826871085
810,8.5687497932153
811,8.173805662888622
812,7.621956340471087
813,7.021141876540843
814,6.456637912022728
815,5.967291299009229
816,5.730381880664479
817,6.058840207712835
818,6.170307321552892
819,6.55030706572525
820,6.8600981882736445
821,6.846525879218069
822,6.751515287784462
823,6.710967457544154
824,6.6460055631129045
825,6.784519491861971
826,7.099322396703319
827,7.507055276634379
828,7.583959621447858
829,7.3835056241749335
830,7.033048650635316
831,6.810735597095856
832,6.46035745467712
833,6.053117008293262
834,5.816794603848838
835,5.498056284639314
836,5.175877513765586
837,4.901602791648741
838,4.764002795201043
839,4.526607186622568
840,4.352092450000047
841,4.202833402836737
842,4.28332049323863
843,4.344070523710366
844,4.445049379227898
845,4.384731449498055
846,4.411363787284143
847,4.764264920670978
848,4.919228422243989
849,5.662780933916027
850,6.7476143204919765
851,7.713462225910094
852,8.161082537759905
853,8.18242418541286
854,7.901553583930808
855,7.339384646069825
856,6.791403350654907
857,6.245147337692378
858,5.822606711341906
859,5.442740527894497
860,5.168340662354712
861,5.2278191243441405
862,5.292926161739206
863,5.381204454536985
864,5.656598626830587
865,5.735458104476165
866,5.586545745189918
867,5.426691473954447
868,5.204898336687288
869,4.727834362496163
870,4.6347855303883705
871,4.6096226994317036
872,4.628021421189818
873,4.593222354597088
874,4.659278000505024
875,4.777288819275162
876,4.98644368880226
877,5.09167257995247
878,4.964148054287788
879,4.729762609708196
880,4.574420191397831
881,4.208371205570523
882,3.8794253078547913
883,3.3570413546870936
884,3.015962487668359
885,2.7840521790655317
886,2.4142238998699
887,1.9238495993567222
888,1.5717656315878878
889,1.4095814265545465
890,1.3556844087974351
891,1.2113929615641452
892,0.9885867636825619
893,0.7732028658260686
894,0.5205175384714572
895,0.21828793211696934
896,0.13847644107723148
897,0.029809124450867152
898,0.3407136240378486
899,1.1584162284288837
900,2.0634659210569226
901,2.6860661897804063
902,2.9232735012819333
903,2.908597913532236
904,2.6747973440480313
905,2.315204605210705
906,2.0241595992062655
907,1.7045731422134907
908,2.098666322981231
909,2.794743774368517
910,3.263635487234339
911,3.587384420692488
912,3.919416009004697
913,4.414958328639775
914,4.667094141849739
915,4.718713832390085
916,4.789993557747931
917,5.060272890758336
918,5.045691092544505
919,5.4057634402844315
920,5.988709888562394
921,6.863487760686741
922,7.733318236088813
923,8.673311930065498
924,9.557452933990419
925,10.186601520726903
926,10.79911119471264
927,10.843112373623352
928,10.902059900581536
929,10.789405186832125
930,10.625882346867105
931,10.675459379243627
932,10.85394255918948
933,10.942274813604682
934,11.278014504311633
935,11.400501296217504
936,11.394675233254652
937,11.413543343923692
938,11.560454587268655
939,11.575482822044707
940,11.528093351827085
941,11.311625041192839
942,10.72583267717013
943,10.29070190685906
944,10.054673182414264
945,10.037282289520517
946,10.132827505162847
947,10.513981909390752
948,10.957399821331219
949,11.168833251232902
950,11.229836646640203
951,11.060541342092135
952,10.487769520848529
953,10.143792010272595
954,9.763622824546543
955,9.34097485968943
956,9.003999797749
957,8.83051441471065
958,8.68851804025912
959,8.772988153536557
960,8.67024374637249
961,8.526591701168002
962,8.11135733882329
963,7.566378274807791
964,7.450934450897889
965,7.08437585581652
966,6.660405489580509
967,6.136362031415884
968,5.85292087516879
969,5.724607938087089
970,5.89638052781755
971,6.060091854194285
972,6.197747430484408
973,6.143242319665792
974,5.943402071364857
975,5.580073454620295
976,4.805315961462886
977,4.0378880036954685
978,3.252748166899701
979,2.6823855462390123
980,2.5675442057417994
981,2.6545487856562024
982,2.769618646328645
983,2.807784575808036
984,2.9746161374838374
985,3.3783953834649196
986,3.511920432860382
987,3.2284772671233086
988,3.032558936818902
989,2.959426149462072
990,3.0267250446463025
991,3.091289882849677
992,3.2142088721036415
993,3.5069620428980954
994,3.4590650836138215
995,3.2973548091140006
996,3.393254617054315
997,3.461193549674344
998,3.807121972476622
999,4.406845439966697
1000,4.819759986442573
1001,4.707192704911318
1002,4.537188801971541
1003,4.466664497564079
1004,4.35783913520555
1005,4.201786862508739
1006,4.138502639660683
1007,4.264529246347843
1008,4.543423540884853
1009,4.580366531422243
1010,4.67877983016773
1011,4.593572231174092
1012,4.385131046711446
1013,4.234351074083703
1014,4.152992941436094
1015,4.342425074838673
1016,4.619115995106968
1017,5.255316769437869
1018,6.027907803537141
1019,6.7680842253579865
1020,7.4846206706137774
1021,7.917331092117955
1022,7.9988432550594295
1023,8.028772455231378
1024,7.991991451554023
1025,7.885444773371894
1026,7.956287295054142
1027,7.870936745196391
1028,7.804794407038429
1029,7.902281665324501
1030,8.316596308190599
1031,8.398578108009227
1032,8.206659298143357
1033,7.82648392439908
1034,7.618517555624239
1035,7.509830426816379
1036,7.363509427325311
1037,7.134364105587312
1038,6.947346814867015
1039,6.82165744563788
1040,7.110985385664404
1041,7.5637672147829615
1042,8.0631357039905
1043,8.269040260184076
