,load1,load4,load5,load7,load9,load10,load11,load12,load14,load15,load16,load18,load19,load23,load24,load26,load28,load30,load31,load32
2019-01-01 00:00:00,0.9093233964887885,1.178301434524468,1.4628591954022987,0.5824896157840083,1.2262369617544797,0.4356775047815212,1.4397990835389498,1.4741464339908952,0.7274450811401276,1.7067131422669766,0.8537363560033587,1.404196868063689,2.0350593125185465,0.5840144387639427,1.3678424982920059,0.560592799021845,1.1151109263142043,2.059749933486771,0.3909169877717317,0.9248456129471798
2019-01-01 01:00:00,0.869850512775943,1.1355238411328687,1.409051724137931,0.5588006230529595,1.1587590264776677,0.4080255995292041,1.3633909058864997,1.406525037936267,0.7012356627755201,1.673186160599019,0.8603026486527747,1.3555616995661566,1.6784113666966989,0.5789738657055116,1.2169056549380441,0.5546820867279852,0.7891060995956695,2.334512174260423,0.4420677748528723,0.9049199741460504
2019-01-01 02:00:00,0.8376933773683296,1.0993841501641037,1.3484554597701148,0.5418613707165109,1.096581082285816,0.3859349713108724,1.3097744095875925,1.3659522003034903,0.6734958758782852,1.6380777175316292,0.8410770170216014,1.171536024551448,1.5277591537406412,0.5492064348993076,1.2130509197280628,0.5207011012159067,0.7512508045485398,1.7521865462981467,0.3707468547287817,1.065860410601483
2019-01-01 03:00:00,0.8227403094037894,1.0737175941291441,1.2981681034482757,0.5240784008307373,1.078742087902291,0.36984699131969984,1.2838068382093761,1.2869704097116845,0.6530959147588941,1.688684482313452,0.8267613159300816,1.367865899763121,1.6407354289956477,0.4117412021134761,1.1417849691257123,0.6439866265363574,1.0349205444534384,1.8061165739970333,0.341118931407904,1.0654622454375626
2019-01-01 04:00:00,0.8211324526334087,1.0522550429619797,1.2614583333333333,0.5211578400830738,1.068788446108585,0.3639546858908342,1.2583997180119844,1.2664135053110774,0.6422496135082345,1.6754002065582236,0.807121593771468,1.133075842658097,1.5656049716092866,0.565447690808223,0.9401584671834646,0.5307301010743639,0.7899196307162343,2.1043531514423246,0.3793856111775447,1.0537888885995204
2019-01-01 05:00:00,0.8349600208586825,1.070767415274551,1.2793103448275862,0.5390706126687436,1.086885976642596,0.3653891422686479,1.2787627775819528,1.2523482549317146,0.6444337317052851,1.6440872708494705,0.813687886420884,1.4954579451648198,1.3550340182719123,0.4849918197904348,0.9458143125909215,0.6149267050173078,0.9847644622631614,1.9989207154360056,0.287313118000758,1.088851818405244
2019-01-01 06:00:00,0.8537719450721364,1.1271895858686434,1.3165229885057472,0.5620456905503635,1.1300615137737362,0.3712373105781962,1.3462037363412056,1.2085295902883155,0.6573007137368894,1.6655951458817455,0.8371727349057324,1.0784478487792757,1.9238844614873118,0.5578630251542868,1.3406788554243412,0.5321143426644394,0.8368104019825751,1.672181273648006,0.3203752331007153,1.1472096188650183
2019-01-01 07:00:00,0.8823917955849122,1.1617066784673822,1.3263290229885056,0.579698857736241,1.1269590799679057,0.372804178313962,1.4233591822347549,1.3156418816388467,0.6709254510613482,1.781041828040279,0.8641477749790094,1.1553916071170116,1.693338539262337,0.49115940574465466,1.1590637137708784,0.6646546543885281,0.9928446891616095,2.110738908995048,0.3293126235559148,0.8843146129302931
2019-01-01 08:00:00,0.9016056839909613,1.193273592211528,1.3441810344827587,0.5988447559709242,1.1671614513684585,0.3800647344416654,1.4911737751145575,1.3702799696509864,0.6882943910093221,1.8484120836560805,0.8750915960613695,1.3544062098140788,1.5667411039853758,0.5201557216878713,0.9939306216291928,0.6845935177864677,0.8673055272604374,2.0561686112305977,0.43797326667703695,1.0046331106889526
2019-01-01 09:00:00,0.9326373196593082,1.2555961205148063,1.390948275862069,0.6277907580477673,1.2214540429704912,0.3968809769015742,1.6077476207261192,1.4617040971168436,0.7101801468205846,1.8958559256390395,0.9085146172047935,1.513347889835954,2.1324910765038103,0.4550837426888577,1.2928872330992884,0.7833394594283336,0.8972485191025654,2.071047842469117,0.44393116277927536,1.3382819449391166
2019-01-01 10:00:00,0.9724317747262298,1.3163698049194232,1.463110632183908,0.6600467289719626,1.2563564232860835,0.4204501986170369,1.6910680296087415,1.5331122913505308,0.7336111291113929,1.89142783372063,0.9470841920464087,1.2785202444063475,1.6242379703972853,0.5383701246688636,1.1799273197144093,0.6986316691707026,0.9325550688193981,2.437835533108497,0.4560517468426099,1.2658746844493056
2019-01-01 11:00:00,1.0117438727620374,1.3561972194564296,1.4897629310344829,0.6847092419522326,1.2589417847909423,0.43439752832131817,1.7603771589707438,1.550964339908953,0.751648676670709,1.8999677252775629,0.9617548278757347,1.2791533960883477,1.8865298521565868,0.5934898794748678,1.6528594351760866,0.5860388531861687,0.9970629211990009,2.5381938569896327,0.49952472050450286,1.405455478656602
2019-01-01 12:00:00,1.032083260907353,1.37729099826677,1.4693965517241379,0.695677570093458,1.2647588481768743,0.4239811681624246,1.7575749030666197,1.5444726858877087,0.7569529637206892,1.948360444100181,0.9681436531562476,1.7997437261792852,1.854321175067315,0.6671272643760973,1.388281946458975,0.7719306762464991,1.0824252128730176,2.863664200046587,0.40680636239641305,1.3739660161275342
2019-01-01 13:00:00,1.0476794715800455,1.3773647527381347,1.473419540229885,0.6965861889927311,1.2718685923152357,0.41338825952626157,1.7196510398308071,1.545013657056146,0.7600582746267,1.8670733281693777,0.973822608961148,1.7416114416423463,2.45312547766883,0.5860635940557749,1.4054324307710877,0.6805059768660768,1.03703966707564,2.633920989781755,0.4932978580049046,1.4015909647177067
2019-01-01 14:00:00,1.0439010081696507,1.3752996275399196,1.4902658045977013,0.703011422637591,1.3098734064366584,0.4300720906282183,1.7104970038773353,1.575308042488619,0.7680518500689668,1.857584559772786,0.9790874742386078,1.652103045308169,1.839530153507171,0.46194695899361526,1.3705699636885342,0.7012398600940337,0.8363797802322598,2.2950240529109993,0.5157935599830746,1.0017886636650597
2019-01-01 15:00:00,1.0721992873283508,1.391746874654276,1.528735632183908,0.7103452751817239,1.3617099046090755,0.4531558040311902,1.741135001762425,1.6250773899848254,0.7775163622561863,1.8651755744900596,0.9976623921838029,1.4136335869703207,1.8942803112875053,0.5455411029211141,1.481182334038449,0.753498766842404,0.9882810099440058,2.333596208107634,0.5149006449763985,1.0721836394626838
2019-01-01 16:00:00,1.1387645576221104,1.4505291883320428,1.6438936781609195,0.745911214953271,1.4633146117500222,0.5037590113285272,1.8453789213958407,1.765729893778452,0.8056573137202262,1.9262199845081331,1.0451644912602092,1.7775023843401137,1.8641815308912244,0.7556668780371364,1.5303950815807996,0.9202599492511009,1.340710048940937,2.7484464969658093,0.458397829913065,1.2565949224164197
